Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
900,0895-0,7hg7oglAyKc,Primary Open-ended Question,Event Localization,What scene is cut to after a basketball smaller than standard is thrown?,34.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7hg7oglAyKc,"```python
[
    ""What happens immediately after the basketball smaller than standard is thrown?"",
    ""What is the next scene that appears after the basketball is thrown?"",
    ""What elements or actions are present in the scene that follows the basketball being thrown?"",
    ""Is there any dialogue or significant visual cues in the scene that follows?"",
    ""How does the scene relate to the action of throwing the basketball?""
]
```"
901,0895-1,7hg7oglAyKc,Paraphrased Open-ended Question,Event Localization,What happens in the scene following the throw of a smaller basketball?,34.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7hg7oglAyKc,"```python
[
    'What is the action that occurs when the smaller basketball is thrown?',
    'What are the reactions of the people present in the scene after the throw?',
    'What is the environment or setting like after the throw?',
    'Are there any notable changes in the scene following the throw?',
    'What objects or elements are involved in the scene after the throw?'
]
```"
902,0895-2,7hg7oglAyKc,Correctly-led Open-ended Question,Event Localization,Does the scene cut to a person shooting a basketball into a chainsaw-rim hoop after the smaller basketball is thrown?,34.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7hg7oglAyKc,"```python
[
    'Is there a person shooting a basketball in the scene?',
    'What type of hoop is being used in the scene?',
    'Is the hoop a chainsaw-rim hoop?',
    'Is there a smaller basketball thrown before the shot?',
    'Does the scene show a transition or cut to the person shooting after the smaller basketball is thrown?'
]
```"
903,0895-3,7hg7oglAyKc,Wrongly-led Open-ended Question,Event Localization,Does the scene cut to a person shooting a basketball into a mini hoop after the smaller basketball is thrown?,34.99,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7hg7oglAyKc,"```python
[
    'Is there a person shooting a basketball into a mini hoop in the scene?',
    'Is there a smaller basketball being thrown in the scene?',
    'Does the scene transition or cut between the action of throwing the smaller basketball and the person shooting into the mini hoop?',
    'What is the sequence of actions involving the basketball and the mini hoop?'
]
```"
904,0895-7,7hg7oglAyKc,Multiple-choice Question with a Single Correct Answer,Event Localization,"What scene is shown after the smaller basketball is thrown?
A. A person shooting into a mini hoop.
B. A person shooting into a chainsaw-rim hoop.
C. A person missing a shot.
D. A person shooting into a regular hoop.",34.99,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/7hg7oglAyKc,"```python
[
    ""What happens immediately after the smaller basketball is thrown?"",
    ""What is the action of the person shooting into a mini hoop?"",
    ""What is the action of the person shooting into a chainsaw-rim hoop?"",
    ""What is the action of the person missing a shot?"",
    ""What is the action of the person shooting into a regular hoop?"",
    ""Which of these actions occurs after the smaller basketball is thrown?""
]
```"
905,0898-0,fD02ePuiOtU,Primary Open-ended Question,Displacement Attribute,In which direction did the man move the first pillow after it is on the water?,9.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fD02ePuiOtU,"```python
[
    ""What is the initial position of the first pillow after it is placed on the water?"",
    ""What direction does the man move the first pillow?"",
    ""What is the final position of the first pillow after the man moves it?"",
    ""Are there any obstacles or other objects that might affect the movement of the pillow?"",
    ""What is the context or environment in which the man is moving the pillow?""
]
```"
906,0898-1,fD02ePuiOtU,Paraphrased Open-ended Question,Displacement Attribute,Which way did the man move the first pillow once it was on the water?,9.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fD02ePuiOtU,"```python
[
    'What is the initial position of the first pillow before it is placed on the water?',
    'What is the position of the man in relation to the pillow and the water?',
    'What specific movement does the man make with the first pillow once it is on the water?',
    'What is the final position of the first pillow after the man has moved it?',
    'Are there any visible indicators of the man’s intention or purpose in moving the pillow?'
]
```"
907,0898-2,fD02ePuiOtU,Correctly-led Open-ended Question,Displacement Attribute,"Did the man move the first pillow to the front, closer to the camera, after it was on the water?",9.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fD02ePuiOtU,"```python
[
    ""What is the initial position of the first pillow?"",
    ""What is the position of the first pillow after the man moves it?"",
    ""What is the position of the water in relation to the first pillow?"",
    ""Did the man move the first pillow closer to the camera?"",
    ""What actions did the man take regarding the first pillow?"",
    ""Is there any indication of the time sequence of the actions?""
]
```"
908,0898-3,fD02ePuiOtU,Wrongly-led Open-ended Question,Displacement Attribute,Did the man move the first pillow to the right after it was on the water?,9.49,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/fD02ePuiOtU,"```python
[
    'What is the initial position of the first pillow?',
    'What is the position of the first pillow when it is on the water?',
    'What direction did the man move the first pillow?',
    'What is the final position of the first pillow after it was moved?',
    'Was the first pillow moved to the right?'
]
```"
909,0898-7,fD02ePuiOtU,Multiple-choice Question with a Single Correct Answer,Displacement Attribute,"In which direction did the man move the first pillow after it was on the water?
A. Right
B. Left
C. Back
D. Front, nearer to the camera",9.49,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/fD02ePuiOtU,"```python
[
    ""What is the initial position of the first pillow when it is on the water?"",
    ""In which direction does the man move the first pillow after it is on the water?"",
    ""What are the possible directions the man can move the pillow?"",
    ""Which of the provided options (A, B, C, D, E) corresponds to the direction the man moved the pillow?""
]
```"
910,0901-0,pPiXRxb2Vfo,Primary Open-ended Question,Element Counting,"At the beginning of the video, how many rubber bands are held in the hands?",18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pPiXRxb2Vfo,"```python
[
    ""What is the initial scene in the video?"",
    ""How many rubber bands are visible in the hands of the person at the beginning?"",
    ""Are there any other objects in the hands that could be confused with rubber bands?"",
    ""Is there any indication of the rubber bands being counted or referenced in the video?""
]
```"
911,0901-1,pPiXRxb2Vfo,Paraphrased Open-ended Question,Element Counting,How many rubber bands are being held at the start of the video?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pPiXRxb2Vfo,"```python
[
    'How many rubber bands are visible at the start of the video?',
    'Are the rubber bands being held by a person or are they placed somewhere?',
    'What is the position of the rubber bands at the start of the video?',
    'Is there any movement or change in the rubber bands at the start of the video?'
]
```"
912,0901-2,pPiXRxb2Vfo,Correctly-led Open-ended Question,Element Counting,Is the hand holding two rubber bands at the beginning of the video?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pPiXRxb2Vfo,"```python
[
    'Is there a hand visible at the beginning of the video?',
    'What objects are being held by the hand at the beginning of the video?',
    'Are there two rubber bands present in the hand at the beginning of the video?',
    'What is the position of the hand in relation to the rubber bands at the beginning of the video?'
]
```"
913,0901-3,pPiXRxb2Vfo,Wrongly-led Open-ended Question,Element Counting,Is the hand holding only one rubber band at the beginning of the video?,18.24,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pPiXRxb2Vfo,"```python
[
    'What is the initial position of the hand in the video?',
    'How many rubber bands are visible in the hand at the beginning of the video?',
    'Is the hand holding any other objects besides the rubber band at the beginning of the video?'
]
```"
914,0901-7,pPiXRxb2Vfo,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many rubber bands are held in the hand at the start of the video?
A. Three
B. Four
C. One
D. Two",18.24,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/pPiXRxb2Vfo,"```python
[
    ""How many rubber bands are visible in the hand at the start of the video?"",
    ""Are there any other objects in the hand along with the rubber bands?"",
    ""Is the hand fully visible in the frame at the start of the video?"",
    ""Are the rubber bands clearly distinguishable from each other?"",
    ""Is there any indication of the number of rubber bands being held?""
]
```"
915,0905-0,cUxIb3Pt-hQ,Primary Open-ended Question,Element Attributes (Optical Illusion),"At the beginning of the video, is the slope where the ball is located an uphill or downhill?",31.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cUxIb3Pt-hQ,"```python
[
    'What is the angle of the slope where the ball is located?',
    'Is the slope inclined upwards or downwards?',
    'What visual indicators suggest whether the slope is uphill or downhill?',
    'Are there any objects or landmarks in the video that provide context for the slope?',
    'How does the ball behave on the slope (e.g., rolling, staying still)?'
]
```"
916,0905-1,cUxIb3Pt-hQ,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),"At the start of the video, is the ball positioned on an incline or a decline?",31.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cUxIb3Pt-hQ,"```python
[
    'What is the position of the ball at the start of the video?',
    'Is the incline or decline visible in the video?',
    'What is the angle of the surface where the ball is positioned?',
    'Is there any movement of the ball at the start of the video?',
    'What visual cues indicate whether the surface is an incline or a decline?'
]
```"
917,0905-2,cUxIb3Pt-hQ,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the slope where the ball is located at the beginning of the video a downhill slope?,31.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cUxIb3Pt-hQ,"```python
[
    'What is the initial position of the ball in the video?',
    'What is the angle of the slope where the ball is located?',
    'Is the slope inclined upwards or downwards from the ball\'s perspective?',
    'Are there any visual indicators that suggest the slope is downhill?',
    'What is the overall context of the scene that might affect the slope\'s classification?'
]
```"
918,0905-3,cUxIb3Pt-hQ,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is the slope where the ball is located at the beginning of the video an uphill slope?,31.81,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/cUxIb3Pt-hQ,"```python
[
    'What is the angle of the slope where the ball is located at the beginning of the video?',
    'Is the slope inclined upwards or downwards?',
    'What is the position of the ball in relation to the slope?',
    'Are there any visual indicators that suggest the slope is uphill or downhill?'
]
```"
919,0905-7,cUxIb3Pt-hQ,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"At the beginning of the video, what type of slope is the ball on?
A. Curved
B. Uphill
C. Downhill
D. Flat",31.81,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/cUxIb3Pt-hQ,"```python
[
    ""What is the shape of the slope where the ball is located at the beginning of the video?"",
    ""Is the slope increasing in height (uphill)?"",
    ""Is the slope decreasing in height (downhill)?"",
    ""Is the slope level (flat)?"",
    ""Is the slope curved?"",
    ""Is there any indication that the slope does not fit into the above categories (none of the above)?""
]
```"
920,0907-0,DP4eZl-4QOY,Primary Open-ended Question,Positional Relationship,What does the dog land on at the end of the video?,16.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DP4eZl-4QOY,"```python
[
    'What is the final position of the dog in the video?',
    'What objects or surfaces are present at the location where the dog lands?',
    'Is there any notable action or movement of the dog just before landing?',
    'Are there any visual cues indicating the nature of the landing surface (e.g., soft, hard, elevated)?'
]
```"
921,0907-1,DP4eZl-4QOY,Paraphrased Open-ended Question,Positional Relationship,Where does the dog end up landing at the conclusion of the video?,16.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DP4eZl-4QOY,"```python
[
    'What is the initial position of the dog at the beginning of the video?',
    'What actions does the dog take throughout the video?',
    'What obstacles or objects does the dog interact with during the video?',
    'What is the final position of the dog at the end of the video?',
    'Are there any changes in the environment that affect the dog\'s landing?'
]
```"
922,0907-2,DP4eZl-4QOY,Correctly-led Open-ended Question,Positional Relationship,Does the dog land on the man's body at the end of the video?,16.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DP4eZl-4QOY,"```python
[
    ""What is the position of the dog at the end of the video?"",
    ""What is the position of the man's body at the end of the video?"",
    ""Is there any contact between the dog and the man's body at the end of the video?"",
    ""What is the context of the dog's movement leading up to the end of the video?""
]
```"
923,0907-3,DP4eZl-4QOY,Wrongly-led Open-ended Question,Positional Relationship,Does the dog land on the grass at the end of the video?,16.96,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/DP4eZl-4QOY,"```python
[
    'What is the position of the dog at the end of the video?',
    'What is the surface where the dog lands at the end of the video?',
    'Is there grass present in the area where the dog lands?',
    'What is the trajectory of the dog leading up to the landing?',
    'Are there any obstacles or other elements that might affect the landing?'
]
```"
924,0907-7,DP4eZl-4QOY,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Where does the dog land at the end of the video?
A. On a bench
B. On the grass
C. On the man's body
D. On a tree",16.96,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/DP4eZl-4QOY,"```python
[
    ""What is the final position of the dog in the video?"",
    ""What objects or surfaces are present in the video where the dog could land?"",
    ""Is the dog shown landing on any of the mentioned options (bench, grass, man's body, tree)?"",
    ""Is there any indication in the video that suggests the dog lands on something other than the listed options?""
]
```"
925,0910-0,7_jo2loOZ9Q,Primary Open-ended Question,Character Motivation Causality,Why does the man in the video keep picking up the child?,47.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7_jo2loOZ9Q,ERROR
926,0910-1,7_jo2loOZ9Q,Paraphrased Open-ended Question,Character Motivation Causality,What is the reason the man repeatedly picks up the child in the video?,47.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7_jo2loOZ9Q,"```python
[
    ""What is the context of the video?"",
    ""What actions does the man perform with the child?"",
    ""How many times does the man pick up the child?"",
    ""What expressions or emotions does the man display while picking up the child?"",
    ""What is the child's reaction when the man picks them up?"",
    ""Are there any specific circumstances or events occurring in the video that influence the man's actions?"",
    ""What is the overall tone or mood of the video?""
]
```"
927,0910-2,7_jo2loOZ9Q,Correctly-led Open-ended Question,Character Motivation Causality,Is the man picking up the child to see if anyone will intervene in a social experiment?,47.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7_jo2loOZ9Q,"```python
[
    'Is the man picking up the child?', 
    'What is the context of the situation?', 
    'Are there any bystanders present?', 
    'What is the expression or reaction of the man?', 
    'What is the expression or reaction of the child?', 
    'Is there any indication that this is a social experiment?'
]
```"
928,0910-3,7_jo2loOZ9Q,Wrongly-led Open-ended Question,Character Motivation Causality,Is the man picking up the child to help them cross the street safely?,47.85,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/7_jo2loOZ9Q,"```python
[
    ""Is there a man in the image?"",
    ""Is there a child in the image?"",
    ""What is the position of the man relative to the child?"",
    ""What action is the man performing?"",
    ""Is the child in a position that suggests they need help crossing the street?"",
    ""Is there a street visible in the image?"",
    ""What is the context of the man's action towards the child?""
]
```"
929,0910-7,7_jo2loOZ9Q,Multiple-choice Question with a Single Correct Answer,Character Motivation Causality,"Why does the man keep picking up the child in the video?
A. To teach the child how to walk.
B. To help the child cross the street safely.
C. To play a game with the child.
D. To conduct a social experiment.",47.85,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/7_jo2loOZ9Q,"```python
[
    ""What is the context of the video?"",
    ""What actions does the man perform with the child?"",
    ""What is the child's behavior in the video?"",
    ""Are there any specific interactions that suggest a teaching moment?"",
    ""Is there any indication that the man is helping the child cross the street?"",
    ""Does the video show any elements of play or games between the man and the child?"",
    ""Is there any evidence in the video that suggests a social experiment is being conducted?"",
    ""What are the overall themes or messages conveyed in the video?""
]
```"
930,0914-0,3TSZfcowUus,Primary Open-ended Question,Professional Knowledge,Why is the beer bottle placed under the faucet in the video?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3TSZfcowUus,"```python
[
    'What is the position of the beer bottle in relation to the faucet?',
    'What is the action being performed with the faucet?',
    'Is there any liquid being dispensed from the faucet?',
    'What is the context or setting of the video?',
    'Are there any other objects or people interacting with the beer bottle or faucet?'
]
```"
931,0914-1,3TSZfcowUus,Paraphrased Open-ended Question,Professional Knowledge,What is the purpose of placing the beer bottle under the faucet in the video?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3TSZfcowUus,"```python
[
    'What is happening in the video with the beer bottle and the faucet?',
    'What is the position of the beer bottle in relation to the faucet?',
    'What actions are being performed with the beer bottle and the faucet?',
    'What is the expected outcome of placing the beer bottle under the faucet?',
    'Are there any visual cues indicating the purpose of this action?'
]
```"
932,0914-2,3TSZfcowUus,Correctly-led Open-ended Question,Professional Knowledge,Is the beer bottle placed under the faucet to show how hot water can shrink plastic packaging around it?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3TSZfcowUus,"```python
[
    'Is there a beer bottle present in the image?',
    'Is there a faucet visible in the image?',
    'Is the beer bottle positioned under the faucet?',
    'Is there any indication of hot water being used in the image?',
    'Is there plastic packaging around the beer bottle?',
    'Does the image show any evidence of the plastic packaging shrinking?',
    'What is the context or purpose of the arrangement of the beer bottle and faucet?'
]
```"
933,0914-3,3TSZfcowUus,Wrongly-led Open-ended Question,Professional Knowledge,Is the beer bottle placed under the faucet to demonstrate a quick cooling method for the beer?,16.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/3TSZfcowUus,"```python
[
    'Is there a beer bottle present in the image?',
    'Is there a faucet visible in the image?',
    'Is the beer bottle positioned under the faucet?',
    'Is there any indication that the faucet is turned on or that water is flowing?',
    'Are there any visual cues suggesting that the beer is being cooled quickly?',
    'What is the context or setting of the image (e.g., kitchen, bar)?'
]
```"
934,0914-7,3TSZfcowUus,Multiple-choice Question with a Single Correct Answer,Professional Knowledge,"Why is the beer bottle placed under the faucet in the video?
A. To demonstrate how hot water can shrink plastic packaging.
B. To clean the bottle.
C. To quickly cool the beer.
D. To fill the bottle with water.",16.75,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/3TSZfcowUus,"```python
[
    ""What is the position of the beer bottle in relation to the faucet?"",
    ""What is the action being performed with the faucet?"",
    ""What is the purpose of placing the beer bottle under the faucet?"",
    ""Are there any visual cues indicating the temperature of the water?"",
    ""Is there any indication of the beer bottle being filled with water?"",
    ""What other objects or actions are present in the video that might provide context?""
]
```"
935,0918-0,KOhSr62NQAY,Primary Open-ended Question,Positional Relationship,Which hand does the man put the soap in the box?,20.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KOhSr62NQAY,"```python
[
    ""What is the position of the man's hands in relation to the soap and the box?"",
    ""Which hand is the man using to hold the soap?"",
    ""Is the man using his left hand or right hand to put the soap in the box?"",
    ""What is the orientation of the box when the man is putting the soap in it?""
]
```"
936,0918-1,KOhSr62NQAY,Paraphrased Open-ended Question,Positional Relationship,With which hand does the man place the soap into the box?,20.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KOhSr62NQAY,"```python
[
    'What is the position of the man in relation to the soap and the box?',
    'Which hand is the man using to reach for the soap?',
    'What is the action the man is performing with the soap?',
    'Is there any indication of which hand is dominant for the man?',
    'What is the orientation of the box in relation to the man?',
    'Are there any visual cues that suggest which hand is being used to place the soap into the box?'
]
```"
937,0918-2,KOhSr62NQAY,Correctly-led Open-ended Question,Positional Relationship,Does the man use his right hand to put the soap in the box?,20.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KOhSr62NQAY,"```python
[
    'Is the man using his right hand?',
    'What is the position of the soap in relation to the box?',
    'Is the man actively putting the soap in the box?',
    'What is the orientation of the box during the action?',
    'Are there any other hands involved in the action?'
]
```"
938,0918-3,KOhSr62NQAY,Wrongly-led Open-ended Question,Positional Relationship,Does the man use his left hand to put the soap in the box?,20.42,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/KOhSr62NQAY,"```python
[
    ""Is the man using his left hand?"",
    ""What is the position of the soap in relation to the box?"",
    ""Is the soap being placed in the box?"",
    ""What is the orientation of the man's hand while interacting with the soap and the box?""
]
```"
939,0918-7,KOhSr62NQAY,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which hand does the man use to put the soap in the box?
A. Left hand
B. Both hands
C. Neither hand
D. Right hand",20.42,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/KOhSr62NQAY,"```python
[
    ""What hand is the man using to put the soap in the box?"",
    ""Is the man using one hand or both hands to put the soap in the box?"",
    ""What is the position of the soap in relation to the man's hands?"",
    ""Is there any indication of the hand being used (e.g., visual cues or gestures)?""
]
```"
940,0919-0,mtLq3F4lIfY,Primary Open-ended Question,Plot Attribute,How does the man create the rainbow?,40.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mtLq3F4lIfY,"```python
[
    'What materials or tools is the man using to create the rainbow?',
    'What is the environment or setting in which the man is creating the rainbow?',
    'What specific actions is the man taking to create the rainbow?',
    'Are there any light sources involved in the creation of the rainbow?',
    'What colors are present in the rainbow created by the man?',
    'Is there any interaction with water or other elements in the process?'
]
```"
941,0919-1,mtLq3F4lIfY,Paraphrased Open-ended Question,Plot Attribute,What method does the man use to make a rainbow appear?,40.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mtLq3F4lIfY,"```python
[
    'What is the man doing in the image?',
    'What objects or tools is the man using?',
    'Is there any light source present in the image?',
    'What colors are visible in the image that resemble a rainbow?',
    'Is there any water or reflective surface in the scene?',
    'What is the position of the man relative to the light source and the surface?',
    'Are there any other elements in the image that could contribute to the appearance of a rainbow?'
]
```"
942,0919-2,mtLq3F4lIfY,Correctly-led Open-ended Question,Plot Attribute,Does the man create the rainbow by using colored markers on clear tape?,40.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mtLq3F4lIfY,"```python
[
    'What is the man doing in the image?',
    'Are there colored markers present in the image?',
    'Is there clear tape visible in the image?',
    'Is there a rainbow visible in the image?',
    'What is the relationship between the man, the colored markers, and the clear tape?',
    'Is there any indication that the man is using the markers on the tape to create the rainbow?'
]
```"
943,0919-3,mtLq3F4lIfY,Wrongly-led Open-ended Question,Plot Attribute,Does the man create the rainbow by using a prism to refract light?,40.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/mtLq3F4lIfY,"```python
[
    ""Is there a man present in the image?"",
    ""Is there a prism visible in the image?"",
    ""Is there a light source in the image?"",
    ""Is there a rainbow visible in the image?"",
    ""Is the rainbow created by the interaction of the prism with the light?"",
    ""What is the relationship between the prism, the light, and the rainbow in the image?""
]
```"
944,0919-7,mtLq3F4lIfY,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"How does the man create the rainbow?
A. By painting on a wall
B. By using colored glass
C. By coloring clear tape with markers
D. By using a prism",40.83,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/mtLq3F4lIfY,"```python
[
    ""What is the man doing in the video?"",
    ""Is the man using any tools or materials to create the rainbow?"",
    ""What specific actions does the man take to create the rainbow?"",
    ""Are there any visual elements that indicate how the rainbow is being created?"",
    ""Is there a prism shown in the video?"",
    ""Is there any painting or coloring activity happening in the video?"",
    ""What colors are present in the rainbow created by the man?"",
    ""Are there any other people or objects in the video that might influence the creation of the rainbow?""
]
```"
945,0924-0,ubFbhebEchE,Primary Open-ended Question,Element Localization,"At the end of the video, what is the red object in the hand of the woman in the white top?",24.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ubFbhebEchE,"```python
[
    ""What is the color of the object in the woman's hand at the end of the video?"",
    ""What is the shape of the object in the woman's hand?"",
    ""What is the context or setting in which the woman is holding the object?"",
    ""What is the significance of the object in relation to the woman or the scene?"",
    ""What details can be observed about the woman's attire and how does it relate to the object?""
]
```"
946,0924-1,ubFbhebEchE,Paraphrased Open-ended Question,Element Localization,What is the red item the woman in the white top is holding at the video's conclusion?,24.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ubFbhebEchE,"```python
[
    ""What is the color of the item the woman in the white top is holding?"",
    ""What is the shape or design of the red item?"",
    ""What is the context or setting of the video?"",
    ""What is the woman's action or expression while holding the item?"",
    ""Are there any other items or people in the scene that provide context to the red item?""
]
```"
947,0924-2,ubFbhebEchE,Correctly-led Open-ended Question,Element Localization,Is the woman in the white top holding a red book at the end of the video?,24.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ubFbhebEchE,"```python
[
    'Is there a woman in a white top present at the end of the video?',
    'Is the woman in the white top holding anything at the end of the video?',
    'What color is the book that the woman is holding at the end of the video?',
    'Is the book red?'
]
```"
948,0924-3,ubFbhebEchE,Wrongly-led Open-ended Question,Element Localization,Is the woman in the white top holding a red bottle at the end of the video?,24.57,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ubFbhebEchE,"```python
[
    ""What is the color of the woman's top?"",
    ""What is the color of the bottle being held by the woman?"",
    ""Is the woman holding the bottle at the end of the video?"",
    ""What is the position of the woman at the end of the video?""
]
```"
949,0924-7,ubFbhebEchE,Multiple-choice Question with a Single Correct Answer,Element Localization,"What is the red object the woman in the white top is holding at the end of the video?
A. A red bottle
B. A red book
C. A red bag
D. A red cup",24.57,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/ubFbhebEchE,"```python
[
    ""What object is the woman in the white top holding at the end of the video?"",
    ""What color is the object that the woman is holding?"",
    ""What are the characteristics of the object (shape, size, etc.)?"",
    ""Does the object match any of the options provided (bottle, book, bag, cup)?"",
    ""Is there any context in the video that indicates what the object might be?""
]
```"
950,0926-0,XaP6KFsFnp4,Primary Open-ended Question,Positional Relationship,Which hand is pulling the thread?,13.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XaP6KFsFnp4,"```python
[
    'What are the positions of both hands in the image?',
    'Is there any visible thread in the image?',
    'Which hand is closest to the thread?',
    'Is there any indication of movement or tension in the thread?',
    'Are there any other objects or elements in the image that might provide context for the action?'
]
```"
951,0926-1,XaP6KFsFnp4,Paraphrased Open-ended Question,Positional Relationship,Which hand is used to pull the thread through the needle?,13.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XaP6KFsFnp4,"```python
[
    ""What is the position of the needle?"",
    ""What is the position of the thread?"",
    ""Which hands are visible in the image?"",
    ""What is the action being performed with each hand?"",
    ""Which hand is closest to the needle?"",
    ""Is there any indication of which hand is being used to pull the thread?""
]
```"
952,0926-2,XaP6KFsFnp4,Correctly-led Open-ended Question,Positional Relationship,Is the right hand responsible for pulling the thread through the needle?,13.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XaP6KFsFnp4,"```python
[
    ""What is the position of the right hand in relation to the needle and thread?"",
    ""Is the right hand actively engaged in the process of pulling the thread through the needle?"",
    ""What other hand or body parts are involved in the action of pulling the thread through the needle?"",
    ""What is the overall action being performed with the needle and thread?"",
    ""Are there any visual cues indicating the role of the right hand in this action?""
]
```"
953,0926-3,XaP6KFsFnp4,Wrongly-led Open-ended Question,Positional Relationship,Is the left hand responsible for pulling the thread through the needle?,13.89,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XaP6KFsFnp4,"```python
[
    'What is the position of the left hand in relation to the needle and thread?',
    'What action is the left hand performing in the context of pulling the thread?',
    'Is the thread being pulled through the needle by the left hand or another hand?',
    'What is the role of the right hand in this action, if any?',
    'Are there any visual cues indicating the left hand's involvement in pulling the thread?'
]
```"
954,0926-7,XaP6KFsFnp4,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which hand is pulling the thread through the needle?
A. Neither hand
B. Left hand
C. Both hands
D. Right hand",13.89,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/XaP6KFsFnp4,"```python
[
    'What is the position of the left hand in relation to the needle and thread?',
    'What is the position of the right hand in relation to the needle and thread?',
    'Is there any visible action of pulling the thread through the needle by either hand?',
    'Are both hands involved in the action of pulling the thread through the needle?',
    'Is there any indication that neither hand is pulling the thread through the needle?'
]
```"
