video_name,question,answer
v__jV5sAOOHLk,What is the setting of the video and who introduces himself as a repairman?,"The video starts with a web address appearing with a background of images of people from a particular university. A man in shorts is riding a bicycle on a path. A green field being watered by sprinklers is visible in the background and people are walking on the path. The man introduces himself as Brandt, standing in front of a bike placed on a table."
v_uqwf903l5-E,What is happening in the video?,"In the video, a group of cheerleaders wearing blue uniforms along with two boys enter a hall with white and maroon walls. They perform various cheerleading stunts including lifts, cartwheels, and flips in front of an audience. The video ends with the group doing cheerleading dance steps and the audience applauding them."
v_yttmx8mcjGw,Can you describe the video in detail?,"The video starts with two women in Ford T-shirts on a beach with people walking around and playing cricket. Following that, a man is seen rolling up a carpet and lowering a box in a house. Then, a woman in a yellow t-shirt and sunglasses grabs a cricket bat and prepares to bat while people are seen fielding or watching around her. The video then showcases various cricket games played professionally and by people at homes and beaches, including clips from games played by professional players from the Australian cricket team and in a stadium. Lastly, a child with a cricket bat is standing near the stumps, preparing to bat. Overall, the video showcases people enjoying the sport of cricket in various settings and situations."
v_eoSwoeLmeyQ,What are the couples doing in the video?,The couples are salsa dancing on a well-lit wooden floor.
v_c7S423zJqPo,Can you describe in detail what happened in the aerobics class in the video?,"The video depicts an aerobics class where all participants, except one man wearing a green t-shirt, are women. The studio is brightly lit by overhead lights and wall-mounted fans are positioned on the far wall, with mirrors covering most of the wall to the right of the people. Two air conditioner units can be seen mounted on the wall as well. All the participants are using an aerobics step as they work out. At one point, the first woman on the right appears to struggle to follow the rhythm and eventually steps away from the aerobics step. A woman in the back, wearing a red top, also stops and walks away. Towards the end, the man in the green t-shirt slows down and walks to the back of the class before the music stops."
v_4NPVpI9zUpI,What is the fifth-degree jump called and how does Stefan perform it?,The fifth-degree jump is called the 'Scissor kick'. Stefan performs it by jumping one leg after another over the bar as several clips are shown in the video.
v_hP-xRyx88aA,What happens in the video?,"A woman participates in a pole vaulting competition, successfully jumping over the bar twice and taking a drink of water in between attempts. Other people are visible around the bar, including a referee and two athletes warming up."
v_IDuoF51IMJ8,What happened after the boy in the pink cutoff shirt missed the throw?,"The boy in the pink cutoff shirt turned around and walked away, while the people who were standing right outside the court rushed the boy in grey and celebrated."
v_9k19UUJtldg,What is the video about?,The video shows a boy playing ping pong in various venues and against different opponents of different nationalities. It ends with a clip of him missing a hit against an opponent during a match.
v_YOk1cMsyk88,What was the man wearing and doing in the video?,"The man in the video was wearing a white T-shirt, a red cap, and a backpack while skateboarding on an empty road during the daytime. He lost balance and fell off the skateboard while continuing to skate straight on the road."
v_YAMhMB1jdio,Can you describe the scene in the barbershop from the video?,"In the video, we see a well-lit barbershop with white walls. There are two women giving a haircut to two customers who are all wearing cloth capes. The customers are seated in front of mirrors and there is a whiteboard mounted on a wooden railing behind them. The video starts with one woman giving a haircut and ends with a man giving a haircut to a customer."
v_DOI6tsATsE4,Can you describe the video in detail?,"The video begins with a boy, who is wearing a dark blue sweatshirt, sitting at a table with a plate of food in front of him. He holds his right hand to the side of his head while looking at the camera. In the background, there is a lamp visible near the wall. Then, there is a cutaway shot of a man wearing a white t-shirt looking at the camera in a room with a packed shelf in the back. Finally, the video ends with several cutaway shots of the boy looking at and away from the camera. Although there is not much context provided, the video seems to be a simple footage of a boy and a man looking at the camera."
v_YU-dUWGOoD4,What is the gymnast wearing at the beginning of the video?,The gymnast is wearing a white vest and red pants.
v_B0GCHDqEsRU,Who else is visible in the video besides the couple dancing?,Other people standing to the side are visible in the video.
v_4-KiAur4dI8,What are the main events that take place in the video?,"The video shows people with kayaks on the lake shore, several kayaks in the river from an aerial view, people rowing through first a wide river then a narrow stream, people running and cycling through the woods with cyclists struggling to pedal through uphill and raised pathways, and finally, a cyclist making it through the finish line where people are gathered on either side and lifting a can of Red Bull."
v_FOZdNPQ7d5Q,What kind of clothes is the woman wearing while tattooing the man?,The woman is wearing a purple-colored check shirt with blue jeans and a pair of black gloves.
v_FOZdNPQ7d5Q,Can you tell me about the video in detail?,"The video depicts a man getting a tattoo on his left arm from a woman in a dimly lit room, where the woman is wearing a purple-colored check shirt with blue jeans and a pair of black gloves, while the man is dressed in a black beanie cap, a chain, and blue jeans. The room has a window with open shutters that provide a view of some plants outside, as well as some paintings, tattoo inks, a chair, and a small mirror. The woman is seen making a tattoo on his left hand using a tattoo gun, after observing a drawing on paper. The tattoo area is illuminated by bright lights, and the video ends with a close-up of the finished tattoo."
v_1YU4MSK80cQ,What is happening in the beginning of the video?,The video starts with a woman lifting herself from two bars on either side in a park with other outdoor fitness equipment visible in the back.
v_34SBoGK8mT8,Can you describe the actions performed by the little girl in the video?,"In the video, the girl in a pink sweater runs towards the camera and goes to the hopscotch court drawn on the ground behind her. She hops on the squares and picks up a pebble from the last square. After throwing the pebble outside of the squares, she picks it up again and throws it into the hopscotch square. She repeats this a few more times before finally landing the pebble on the desired square and hopping towards it."
v_WOUkPgHtt4E,What is the boy wearing and what is he doing on the armbar?,"The boy is wearing a white vest and dark blue shorts. He jumps on the armbar from a white platform, swings both his legs in the air and stands on the armbar using his hands, changes his position on the armbar, and again stands on it with his hands."
v_EnMS9O1U6E0,What happens in the video and who is featured in it?,The video shows a man wearing blue shorts and a vest with the number tag of 2736 running slowly in a track and field stadium. He jumps over a high jump bar by flipping back and parallels to the bar before walking away from the foam mat. The video also features replays of the jump from different angles until the end of the video.
v_1dDAcUliXrQ,What happens to one of the women in the first team during the game?,One of the women in the first team walks out of the court and picks up a purse while walking towards the back of the court. She briefly speaks to one of her teammates while walking away.
v_w46wkDledek,Can you describe the dancing style performed in the video?,The two girls in the video are performing Spanish-style partner dancing.
v_PwTwGnAVFhQ,What is the woman wearing and what is she doing in the video?,"The woman is wearing a pink top and black shorts, and she is practicing stepping on and off an aerobics step in a well-lit studio with white walls and a wood floor."
v_nI6l7BP0odw,What is the man wearing and what is he doing in the video?,The man is wearing a Scottish kilt and he starts to play the bagpipe.
v_eRco7yXc-40,What kind of dive did the person perform?,The person performed a reverse somersault dive.
v_wFVukrQfQhI,What type of game are the girls playing in the video and what color clothing are they wearing?,The girls are playing racquetball in the video and both of them are wearing white T-shirts and shorts.
v_QT4d1nTQYSE,What tools does Jonas use to create the painting?,Jonas uses a palette knife to spread paint from a bottle on the canvas.
v_xS5JDBeMxOs,What clothes are the men wearing in the video?,One man is wearing a white T-shirt with grey capris while the other is wearing a yellow T-shirt and black jeans with a yellow and black cap.
v_9AfQ2Q-96oE,What is the throwing technique used by the man in the video?,The man first spins to build momentum and then throws the disk through the opening in the netting.
v_ZUl43hNzGjA,What is the teacher wearing in the beginning of the video and what are the students doing in the ballet studio?,"In the beginning of the video, the teacher is wearing a white t-shirt and pants. The students in the ballet studio are practicing ballet while the teacher talks to them."
v_cCDffwsJvsY,What is shown in the video?,"The video shows a person lighting a fire in a backyard using kindling and arranging wood on the ground. Then, they light a few more pieces of kindling and place it on the firewood to help it light faster."
v_q_QR5HoROhI,Can you describe the video in detail?,"In the video, a man wearing a black coat over a white shirt is seen sitting behind a desk with various nail paints in a well-lit room. The video starts with a web address and the text ""Mosaic Nail."" He is shown painting the index finger nail of a woman with black ink using a small brush and then placing her fingers under a curing lamp for drying. Later, the man begins to apply glitter of different colors on the black-painted nail and seals the glitter with instant seal, curing the paint under a curing lamp. In the end, he applies cuticle oil around the nail."
v_yggwFa68Cp4,Can you describe in detail what happens in the video?,"The video starts with a boy standing to the side of a brown wooden door. He is dressed in a white shirt, sleeveless black sweater, and brown pants. There is a black stool behind him with a brown bag on it, and some equipment kept behind the boy to his left side. A glass table is in front of him, and there is a door behind him with glass panels and a brown cloth-like curtain covering the top half. The boy holds the bagpipes with his left hand and begins to play by blowing air into the mouthpiece and pressing the chanter using his fingers. As he plays, there is a close-up of his hands on the bagpipes. Lastly, the video ends with the boy finishing playing the bagpipes."
v_ypfWA4aDL6k,What musical instrument is the man playing in the video?,The man is playing the bagpipe.
v_jkrlHzTRTvo,Can you describe the setting and activities shown in the video?,"The video showcases a group of young boys getting ready for a paintball game, taking defensive positions and ducking behind inflated bunkers used as obstacles in the field. The video also features quick clips of kids playing in the paintball arena or loading paintball guns with pellets."
v_FqYhC6_CMfI,Can you describe what happens in the video of the man windsurfing?,"In the video, a man is seen windsurfing on a beach. He wears a dark blue vest and white shorts, and attaches the sail to his board before starting to windsurf. On the left of the man, stilt houses are visible while trees are on the far left side. The sky appears cloudy. The man is then shown windsurfing across the calm beach water with mild waves, but eventually falls from the board. The video concludes with the man falling from the board."
v_XPiMnbCr-sc,What color is the cloth used for gift-wrapping the box in the video?,The cloth used for gift-wrapping the box in the video is peach-colored.
v_FqYhC6_CMfI,What is the man wearing and where is he windsurfing?,The man is wearing a dark blue vest and white shorts while windsurfing on a beach with stilt houses visible on the left and trees on the far left side.
v_dN8LBey17O8,What is the man doing in the video?,The man is mowing his lawn.
v_8L1UjGLOCeI,What is the woman doing in the video?,The woman is standing in a room with a hopscotch court drawn on the ground. She is standing near a white wall with a clock hung on it. There is a closed door behind the woman. The woman starts to hop on the hopscotch court and completes a pass. She then turns around and hops back to the spot she started from. She then opens the door and turns to the camera and holds her hands to the side.
v_IgDBDaIoNAM,What is happening in the video?,"In the video, a man and a woman dressed like characters from the street fighter game are fighting each other under an overpass during the daytime. They are standing in the shadow of the overpass while taking a fighting pose. They eventually move away from under the overpass and continue the fight on a path next to a green field, and in the end, they again take a fighting stance under the underpass."
v_s9PkkDEl6aY,What is the instructor wearing in the video?,The instructor is wearing a green top and khaki pants.
v_TEgPIueNqTI,Can you describe the video in detail?,"Sure, the video depicts a woman wearing a white top sitting on a chair in a well-lit tattoo parlor with white tile floors. She is getting her right wrist tattooed by a tattoo artist who is wearing a black outfit and black nitrile gloves. The artist is using a tattoo gun dipped in ink to create the tattoo. The woman has placed her wrist on the arm of the chair that the artist is sitting in. There are other people sitting on chairs to the right side of the woman, some of them are getting tattoos as well. The video ends with the woman still getting tattooed."
v_ooFuSspUuVY,Can you describe the video in detail?,"Sure, the video starts with a girl wearing a blue top and a white helmet riding a horse in a riding arena during the daytime. The arena is surrounded by a boundary fence and other riders can be seen riding their horses in the background. The girl leads her horse through various obstacles, while holding her hands to her sides, and the horse jumps over them. She repeats this multiple times with different obstacles such as poles on the ground. The video ends as she brings the horse around near the camera and goes for another round. Overall, the video showcases the girl and her horse practicing their skills at the riding arena with other riders present in the background."
v_TB5AeIdAndA,What is the man wearing and what is he doing in the video?,The man is wearing a blue jacket and jeans and he is playing the guitar and singing while sitting on the ground next to a lawn during the daytime. He also has an empty can next to him and between his legs. He plays the guitar until he finishes his song.
v_fM5egP_1DvQ,What happens in the video?,"The video shows a high jump competition with different participants attempting the jump, wearing different colored vests and shoes. The first participant who wore a red and green vest won the competition and the video showed the standings of all participants in the end."
v_SEVVSei-r6w,What is the man wearing in the video?,The man is wearing a blue vest and black shorts.
v_mMm1LfVb8Pg,What is the woman wearing and what is she doing in the video?,"The woman is wearing a green T-shirt and is riding on a lawn mower, mowing overgrown grass in a backyard in the daytime."
v_qmfZw9eEpIU,Can you describe the scene portrayed in the video?,"The video features a man windsurfing on a red board with an attached sail, wearing a life vest and sunglasses. The shore is visible with rock faces and buildings in the distance, while trees and green hilly land can be seen on the shore. There are also other windsurfers visible in the sea."
v_Jy93pLzV2uw,Can you describe the video content of the volleyball match?,"The video starts with text appearing on a black screen introducing the volleyball match. As the clip progresses, two teams on either side of a well-lit volleyball court are visible. Other people outside the court are present watching the game. The player on the near side is wearing orange t-shirts while the team on the far side is wearing yellow t-shirts. All the players are wearing knee guards. The team wearing the yellow uniform starts the game and hit the ball back and forth between the two teams a few times before the players wearing the orange uniform get the ball. They almost missed the hit when a player dives and hits the ball, but another player from the same team then hits the ball to the other side. The team wearing the yellow uniform misses the ball as they are already celebrating, and the team wearing the orange uniform wins the exchange and celebrates. The last play is replayed a few times before the two teams get back into positions again."
v_EWNqkVaOfbE,Can you describe the video content in detail?,"The video starts with a news reporter wearing a dark grey coat who is talking about TACK with some papers in front of her. Then it shifts to a cricket field with huge stadium lights where a cricket match is taking place. The scene switches back to the news reporter interviewing the patron-in-chief and then cuts back to the cricket match on the field. The video then shifts to the news reporter interviewing the president of TACK who is wearing a white shirt and a black coat. Afterwards, it cuts to the reporter interviewing the Pakistani ambassador who is wearing a black coat and a light blue shirt while the news reporter is wearing a grey full-sleeve top and holding a book. There are many people in the background and a huge stadium light is also visible. The video cuts back to the cricket match on the field once again. Finally, the video ends with the news reporter wearing a grey full-sleeve top and blue T-shirt holding a mic. There are some trophies in the background on a white table and a poster behind her with two chairs visible on the left side of the screen. The news reporter ends the report."
v_N75m1Z4RqbA,Where are the dancers located in the video?,The dancers are in a well-lit indoor studio with people standing by the walls to make space in the middle.
v_Il9Ara3IqeY,What is the man wearing and what is he doing in the video?,The man is wearing a black polo shirt and a rice hat and is playing a flute while standing on an elevated section of the Marble Bridge with the Palace Museum in the background.
v_ej9TkJVjK9M,Can you describe the video in detail?,"The video shows a man in black tights standing behind a barbell in a well-lit gym with other exercise equipment visible to his side. He tightens his belt, walks to the barbell, and lifts it above his head before throwing it down. As he walks off to the side of the gym, a man in a green shirt is visible sitting on a red chair. Overall, the video captures a weightlifting exercise performed by a man in a gym with good lighting and other exercise equipment in the background."
v_-IMXSEIabMM,What is happening in the video?,"In the video, two people are seen shoveling snow behind a car parked in front of a red brick house. A doctor in a white coat is talking to the camera in a clinic. The video ends with a man wearing suspenders shoveling snow."
v_WOUkPgHtt4E,Can you describe the video in detail?,"In the video, a group of children are practicing gymnastics in a well-lit gymnasium with cream color walls. The gymnasium has blue mattresses scattered all over the floor and armbars and balance beams installed. Windows are located on the left side of the children practicing, and there are some trophies kept on the edge of the window. A small wall clock is placed on the left side of the gymnasium. A boy, dressed in a white vest and dark blue shorts, is seen jumping on to the armbar from a white platform, he then swings both his legs in the air and stands on the armbar using his hands. He then changes his position on the armbar and performs the same thing again. Other children are practicing behind him, and some girls are practicing at his side. The video ends with him jumping off the armbar."
v_5tFfEA1JWjA,What is the boy on the left holding and what does he do with it?,The boy on the left is holding a basketball and he dunks it through the basket. He catches the ball as it comes through the basket and continuously dunks the ball by jumping high. The boy continues to dunk the ball from either side of the basket while jumping.
v_4XnXyKYxnQQ,What does the video show?,"The video shows a ship in the sea, that is dangerously tilted to the left like it is about to capsize. There is a hill visible in the distance at the shore. All its sails are deployed. Another group of people is seen headed towards the ship in a motorboat. Lastly, the video ends with the camera panning all the way around the motorboat."
v_1KONAdZGdWU,What color is the T-shirt that the girl is wearing?,The girl is wearing a blue T-shirt.
v_Ku76zinwWkg,Can you describe the appearance of the girl and the boy in the video?,"Yes. The girl and the boy are both wearing black outfits while running on the track. However, there is no description given about their physical features or any other details."
v_7bwruwic1CI,What is happening in the video?,"The video shows players celebrating on a baseball field, followed by a handball match outdoors where a player kicks the ball. A referee is visible. There is a replay of the play with positions marked out on the field. Another clip shows a baseball game where a batter hits a ball, runs, and the ball is caught and thrown to a base."
v_AE2gHOwcV14,Can you describe the video in detail?,"The video takes place in a gym with blue foam padding covering the floor and a balance beam positioned lengthwise in the center of the space. A girl stands near one end of the beam, then mounts it and proceeds to do a series of gymnastic moves. She starts by performing a few balancing acts, then works her way down towards the other end of the beam. Once there, she executes a front summersault before leaning back onto the beam and doing another balancing act. The girl then proceeds to perform a handstand for a moment before landing back on the foam padding. Throughout the video, a divider wall can be seen separating the gym from the rest of the hall, and a glass door is visible in the background."
v_1XNHcfxTqW0,What is happening in the video?,The video shows a man playing harmonica on a sidewalk near a store with mannequins visible inside. He is sitting beside a white bag and people are walking by on the sidewalk. The video ends when the man stops playing and holds his hand out to someone.
v_l_0HvMt2tGg,What position is the little boy playing in the video and what team is he playing for?,The little boy is playing in different positions throughout the video and is shown wearing a red jersey for the Salem lacrosse team. He is also shown wearing a white jersey while doing a face-off at the start of a new game.
v_JH9qiuPCkY4,What safety gear is the driver wearing in the video?,The driver at the end of the video is shown wearing full safety gear while standing outside in the dirt bike yard.
v_jQzBXawu29s,What is the man showing in the video?,The man is showing how to breathe when playing the flute and uses it to play the flute for a moment.
v_KlgrI3Ngwv0,Can you describe the video in detail?,"The video features a man in a blue outfit standing by a well-lit stage with a pommel horse. He begins his routine by gripping the handles and doing a circle around the pommel horse, followed by scissors and a handstand, and other techniques. He then does a routine where he moves the length of the pommel horse in circles. He ends the routine with a handstand and an upside-down split. There is another athlete visible briefly in the background. The video ends as the athlete jumps off the pommel horse and turns towards the spectators."
v_l8gg9TYh_B0,What are the people doing in the video behind the news anchors?,A cutaway of two men shoveling snow is shown.
v_Ds2O0-8Labs,What is the maximum weight of the barbell that the man lifts in the video and what does he do with it?,"In the end, the man lifts a barbell weighing 130 kilograms and drops it after lifting it above his head."
v_oD8sGLt2FR0,What is happening in the video?,"In the video, a shirtless boy is shoveling snow in a driveway while the cameraman films him walking towards him. A dog also walks by in front of the cameraman. The boy is able to throw the scooped snow to the side."
v_Db9VWkgMpbE,Can you describe what happens in the video of the woman in the green top at the gym?,"The video shows a woman wearing a green top in a well-lit gym, leaning on an elliptic bike and then moving to sit on it while a person in a red top exercises on an elliptic machine to her right. The woman speaks to the camera before switching to an exercise bike where another woman in a black top instructs her on how to use it. She then cycles on the exercise bike while looking at herself in the mirror. The video also cuts to men on exercise bikes, an instrument cluster on an exercise bike, and a clip of the instructor using the exercise bike. At one point, the woman in green opens a bottle of water and takes a drink. The video ends with the woman speaking to the camera as she pedals on the exercise bike."
v_3zpODTqnYLs,Can you describe the video content in detail?,"The video begins by showing a man sitting at the edge of a pool with a toddler sitting on the wall. Other people are visible on the other edge of the pool. A person jumps into the pool, causing a splash. The toddler bends forward and playfully splashes water on her face while the man holds onto her. She appears happy and excited. Meanwhile, a boy with a towel draped over himself walks toward the toddler and stands beside her for a moment, before walking back. In the background, a person wearing a green swim cap can be seen swimming some distance behind the man. As the boy leaves, the toddler, still giggling, again washes her face with pool water. The video ends with the toddler attempting to stand up before sitting back down again, possibly indicating her reluctance to leave the pool."
v_eoSwoeLmeyQ,Can you describe what happens in the video in detail?,"The video features a group of people salsa dancing on a well-lit wooden floor while a person holding a phone records on the left of the camera. The men participating in the dance have a piece of paper with a number on it, attached to their backs, with one man wearing a purple dress shirt with number 3 dancing to the left. Throughout the video, the dance floor is illuminated with spotlights while the rest of the hall appears dark. It is a visually stunning display of graceful movement and excellent choreography."
v_rpjxjU-mLiw,What color is the T-shirt worn by the man in the video?,The man in the video is wearing a teal T-shirt.
v_9InwA-ajB2M,How is the woman directing the horse?,The woman is using the reins to direct the horse as she slowly rides inside the ranch.
v_lSVj34-DR0o,What kind of dives did Thomas Daley perform in the video?,"Thomas Daley performed backward jumps and twists, handstands with multiple backward somersaults, and somersaults in the video."
v_mY7QdIn51S8,Can you describe the video content in detail?,"The video starts with black text appearing on a grey screen and then proceeds to show various clips of different cricket matches played between different teams at different times of the day. The first clip shows a night-time cricket match between Pakistan and India where the Indian bowler is using spin to deliver the ball to the Pakistani batsman, who hits the ball for a six. The camera follows the ball as it flies through the air and lands in the stands, and the spectators are seen cheering. Throughout the video, different ways of getting the batsman out are shown, such as catching the ball as the batsman hits it in the air, hitting the stumps, and getting the batsman runout. The video concludes with a clip of a Pakistani bowler named Amir getting a batsman out during a daytime match and celebrating by bumping into the batsman as he is running and celebrating."
v_OkvWTZ4XLyM,What is happening in the video?,"In the video, a man is shown holding a discus on a square platform in a field during the daytime. He starts building momentum by spinning the discus a few times, releases it and walks toward the landing area while hills are visible in the distance."
v_UtV69uNmzlE,Can you describe the entire video content in detail?,The video starts with a woman sitting next to a toilet bowl in a well-lit bathroom and shaving her right leg with a razor. She looks at the cameraperson and laughs before continuing to shave her leg. The woman then dips the razor in the toilet bowl before continuing to shave her leg. The video ends with the woman still shaving her leg.
v_Il9Ara3IqeY,What is the man wearing and what is he playing on the Marble Bridge during the daytime?,The man is wearing a black polo shirt and a rice hat. He is playing a flute while standing on an elevated section of the Marble Bridge with the Palace Museum in the background.
v_9pavfCL1HvU,What happened after a player threw the ball towards the goal?,The throw was intercepted by an opponent.
v_zXHyFBrj5Ag,What is the man wearing in the video?,The man is wearing a striped blue and black t-shirt and shorts.
v_WOUkPgHtt4E,What equipment was used by the children in the gymnasium?,The gymnasium had armbars and balance beams installed.
v_jt-Vnap5KP4,What is the old man wearing in the video?,"The old man is wearing winter clothes, a hat, and sunglasses in the video."
v_52Xw6TZcysc,What event is the woman attempting to do in the video?,The woman is attempting to do a long jump.
v_zRqJZ0u6f88,What is the man doing in the video?,The man is cleaning a closed window with a cloth and spray bottle while speaking to the camera.
v_HURRgbZGz8Q,Can you describe the video in detail?,"The video depicts a black-and-white footage of a spear-throwing competition in an outdoor stadium. Athletes holding a spear can be seen running and throwing spears in the competition, while the audience seated in the stadium and people standing in suits on the field watch and cheer. The clip further shows the landing of the spears in an area marked with numbered lanes. Clearly visible is a man standing near the number 70 marker, dressed in a suit. The video continues to show athletes running and throwing spears, followed by a shot of an athlete throwing a spear and camera following its path to the destination. Once the spear lands, the audience applauds. In the end, a moment shows Adolf Hitler clapping, and a scoreboard with the names and throw distances of athletes is displayed. "
v_GH0Umpw6tME,What happens in the video?,"The video depicts a group of women in an aerobic class doing workouts while following the instructions of a trainer who is wearing a grey vest, black cap, and black shorts with sports shoes. The studio is well-lit, has mirrors on half of the walls, silver gym balls kept on a shelf, and a black speaker mounted on the wall to the right of the women working out. One of the women in the back row, who is wearing a black t-shirt and pants, is missing steps while performing the routine. The video ends with the instructor clapping and calling for the class to stop."
v_cH3H-arDsH4,What is happening in the video of water polo?,"The video shows a game of water polo being played in a swimming pool. Players are seen passing the ball, scoring goals, and swimming to fight for the ball while others watch from the poolside. Two games of water polo are being played on either end of the pool."
v_15yU0R2MBQM,What is the color of the toothbrush used in the video?,The toothbrush used in the video is blue.
v_N4qhryre_TE,What kind of acrobatic movements are the athletes performing in the tumbling competition?,"The athletes are performing high-flying flips, twists, and other dynamic tumbling elements on a tumbling track."
v_cPIsE2ZCWzM,What is the name of the tournament that the team in green polo shirts won?,The team in green polo shirts won The Barbour Cup tournament.
v_tt-uDaZQWWc,Can you describe what happens in the video?,"In the video, a woman wearing a yellow t-shirt and multi-colored pajamas is shaving another woman's leg with a pink razor. The room is well-lit and has white walls with cream and cosmetic bottles beside her. At the end of the video, the woman getting her legs shaved shakes her hand while making a fist, and then shows her hands to the other woman."
v_cH3H-arDsH4,What happens at the beginning of the video?,"At the beginning of the video, a game of water polo is being played in a swimming pool with people playing and others sitting behind a table on the poolside."
v_le7JdKQB65I,What is the woman doing in the video?,"In the video, the woman is applying makeup, starting with a cream and then moving on to eyeliner, lipstick, contours, highlight, and blush. She finishes by looking at herself in a mirror."
v_dW6OZV43ulU,What tools did the man use to clean the leather sofa in the video?,"The man used a hand brush, a bottle of leather cleaner, some foam cleaner, a towel, a scrub pad, a hair drier, a piece of sponge, and a UV protection liquid to clean the leather sofa."
v_A904-cbaYDw,What is the man wearing?,The man is wearing all-black clothing.
v_N1_pNhVqG20,What instructions are being given by the narrator in the video?,The narrator is giving instructions as the surfer is performing different stunts with his surfboard.
v_zXHyFBrj5Ag,What is happening in the beginning of the video?,The video starts with a man wearing a striped blue and black t-shirt and shorts ironing a blue and white Hawaiian shirt on an ironing board in a well-lit room.
v_YU-dUWGOoD4,Can you describe the video in detail?,"The video features a gymnast wearing a white vest and red pants who is getting ready to compete on a pommel horse. The venue is well-lit with overhead lights and cushioned mats are positioned around the pommel horse. There are people sitting around a table a few feet from the pommel horse and people seated behind tables at the head of the venue. A balcony with spectators is visible on the left side of the venue. The gymnast places his hands on the pommel horse and starts his demonstration, rotating and spinning around the horse. He drops to the floor after he reaches the edge of the pommel horse, walks back to the pommel horse and gets on it again. He finishes his routine with a handstand and jumps to the floor. Overall, the video shows a gymnastics competition with a skilled gymnast performing a routine on the pommel horse in a well-lit venue with spectators watching from the balcony."
v_Q3ZNFGE8PZE,What are the boys wearing during their dance performance in the video?,"During their dance performance, the boys are wearing khaki trousers, a sweater over a shirt, white gloves, and a white cap. One of the boys who joins the dance later is wearing a black jacket and white gloves."
v_ypfWA4aDL6k,Can you describe the video in detail?,"The video starts by showing a man playing the bagpipe wearing a kilt on a busy sidewalk during daytime. He stands in front of a lamp post and behind him, we can see vehicles moving on the street; buildings can also be seen past the street. To his front, a person wearing a black hoodie and holding a little child is kneeling. The scene is quite busy as people are walking past in front of the camera, and some of them stop by the musician to drop some change in front of him. The man continues to play the bagpipe while people pass by and the little child in the hoodie watches on. "
v_zDdD_qA86rg,Can you describe in detail the events that unfold in the video?,"In the video, there is a man scaling a rocky hill whilst wearing a white t-shirt and a utility belt with a rope attached to it. The video angle then switches to a woman, wearing a red and white shirt, as she climbs up the hill, anchoring her rope as she climbs. The video is shot from a top-down perspective, with another person belaying the rope at the bottom. The woman continues her climb by finding handholds and attaching her rope to anchors along the way. It is daytime during the climb. The video ends with the woman still making her way towards the top."
v_bYxVbXzQToI,Can you describe what happens in the video?,"In the video, a man wearing a white suit sits on a raised platform in a bar next to another man playing a guitar. Other people are seen around the bar, some are sitting together around a table, while others watch the man playing the guitar and take a drink from a glass or smoke. The man in the white suit eventually picks up a guitar and starts playing until the video ends."
v_IhmtmKxEU40,What equipment are the people using for surfing in the video?,The people in the video are windsurfing using boards and sails.
v_EWNqkVaOfbE,What is the news reporter wearing during the cricket match introduction?,The news reporter is wearing a dark grey coat during the cricket match introduction.
v_tSNg5rvDvVc,What is the man wearing while playing the saxophone in the video?,"The man is wearing a black coat, black pants with a white shirt, and black shoes. He also has a mic attached to his right ear."
v_3zpODTqnYLs,What are the main events that happened in the video?,"In the video, a man is sitting by a pool with a toddler on the wall. The toddler washes her face with water as the man holds onto her. Another boy walks over and the toddler washes her face again. There is a person wearing a green swim cap who is swimming behind the man. The video ends with the toddler trying to stand and immediately sitting back down."
v_ojIhxWrBM0s,What happens in the video?,"The video shows a man getting his hair cut in a salon with other customers also getting their hair cut. The man first sits in a barber chair and looks through a magazine, and then a different man gets his hair washed. Later, a man is seen getting his hair cut in a well-lit salon, while other people wait outside. The video ends with the barber finishing his customer’s hair cut and holding a mirror at his back to let him look at the back of his head."
v_rpjxjU-mLiw,What is the man wearing and what does he do in the video?,"The man is wearing a teal T-shirt and black shorts. He walks into a throwing circle and starts his discus throw. After the throw, he walks towards the camera and claps his hands."
v_x90zpDHTpjQ,What is the video about?,"The video is about a man in a gym, wearing a white and black t-shirt who attempts to lift a barbell while someone in the background is lifting weights, and he speaks to the camera afterwards."
v_-pkfcMUIEMo,What is the man demonstrating in the video?,The man is demonstrating how to shovel snow using the snow shovel.
v_ROrLMf0zXko,What is the breakdance move called that the man does on the mat?,The man does a breakdancing move called helicopter spin.
v_Omvg9UtGOes,What is the color of the cloth on the inside?,The cloth on the inside is pink.
v_GH0Umpw6tME,What instructions is the instructor giving to the women during the aerobic class?,The instructor is calling out instructions which the women follow while doing steps using aerobic steps.
v_JspVuT6rsLA,What instrument is the little boy playing in the video?,The little boy is playing the violin.
v_kGdxtU3NwWo,What is the man polishing with the clear liquid?,The man is polishing a shoe with the clear liquid.
v_8r4bF9RF0Kc,What happens after the batsman hits the ball?,The batsman and non-striker start running between the wickets while the fielders start looking for the ball.
v_7EeO9V2B574,Can you describe the video content in detail?,"The video begins with four women standing on the grass outside, with two palm trees visible in the background and a hedge wall. The women start dancing with synchronized moves while listening to music. They are dancing during the daytime under the shadow of a tree. The dance continues until the song ends, and the women finally turn to look at the camera. Overall, the video depicts four women dancing together in a synchronized manner in an outdoor setting with palm trees and a hedge wall in the background."
