,Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
780,780,0794-0,pxtbNUqh3Sc,Primary Open-ended Question,Plot Attribute,"Who in the video is the caption referring to as ""friend"" in the video?",17.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pxtbNUqh3Sc,"['What individuals are present in the video?', 'What context or situation is the term ""friend"" used in the video?', 'What visual cues or interactions indicate who is being referred to as ""friend""?', 'Are there any specific characteristics or actions of the individuals that help identify the ""friend""?']"
781,781,0794-1,pxtbNUqh3Sc,Paraphrased Open-ended Question,Plot Attribute,Which character in the video is described as the 'friend' in the caption?,17.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pxtbNUqh3Sc,"['What characters are present in the video?', ""What does the caption say regarding the 'friend'?"", ""Which character is associated with the term 'friend' in the caption?"", ""What visual cues or context support the identification of the 'friend' character?""]"
782,782,0794-2,pxtbNUqh3Sc,Correctly-led Open-ended Question,Plot Attribute,Is the 'friend' in the caption the white cat that leaves quickly at the start of the video?,17.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pxtbNUqh3Sc,"['What is the color of the cat that leaves quickly at the start of the video?', 'What is the relationship of the cat in the caption to the actions in the video?', ""Is there any visual indication that the white cat is referred to as 'friend' in the caption?"", 'What are the characteristics or behaviors of the white cat in the video?', ""Are there any other cats present in the video that could be considered as 'friend'?""]"
783,783,0794-3,pxtbNUqh3Sc,Wrongly-led Open-ended Question,Plot Attribute,Is the 'friend' in the caption the black dog?,17.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/pxtbNUqh3Sc,"[""What is the color of the dog referred to as 'friend' in the caption?"", 'Is there a black dog present in the image?', ""What are the characteristics or features of the dog identified as 'friend'?"", ""Is the 'friend' dog the only dog in the image?""]"
784,784,0794-7,pxtbNUqh3Sc,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"Who is the 'friend' mentioned in the caption?
A. The white cat leaving quickly at the beginning of the video.
B. The white cat leading another along a narrow ledge.
C. The cat with a black spot on its ear.
D. The balck dog.",17.14,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/pxtbNUqh3Sc,"['What is the caption of the video?', 'What animals are present in the video?', 'What actions are being performed by each animal?', 'Which animal is leaving quickly at the beginning of the video?', 'Which animal is leading another along a narrow ledge?', 'What distinguishing features does the cat with a black spot on its ear have?', 'What is the appearance of the black dog?', ""Is there any context in the video that indicates who the 'friend' is?""]"
785,785,0803-0,L4pEorJZ1a0,Primary Open-ended Question,Element Attributes,What was burning in the video?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0,"['What objects are present in the video?', 'Is there any visible fire in the video?', 'What is the source of the fire?', 'Are there any flames or smoke visible?', 'What is the context or setting of the video?', 'Are there any people reacting to the burning object?']"
786,786,0803-1,L4pEorJZ1a0,Paraphrased Open-ended Question,Element Attributes,What is the object that is on fire in the video?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0,"['What objects are present in the video?', 'Which of these objects is emitting flames or smoke?', 'Is there any indication of the material of the object that is on fire?', 'What is the context or environment surrounding the object that is on fire?']"
787,787,0803-2,L4pEorJZ1a0,Correctly-led Open-ended Question,Element Attributes,Is it true that a bunch of candles is burning in the video?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0,"['How many candles are present in the video?', 'Are the candles lit or unlit?', 'What is the state of the flames on the candles?', 'Is there any smoke or wax melting from the candles?', 'What is the overall lighting condition in the video?']"
788,788,0803-3,L4pEorJZ1a0,Wrongly-led Open-ended Question,Element Attributes,Is the burning object in the video a small blue sponge-like object?,29.53,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/L4pEorJZ1a0,"['What object is burning in the video?', 'What are the characteristics of the burning object?', 'Is the burning object small?', 'Is the burning object blue?', 'Does the burning object have a sponge-like texture?']"
789,789,0803-7,L4pEorJZ1a0,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What is burning in the video?
A. A bunch of candles
B. A small blue sponge-like object
C. A blue cylindrical object
D. A blue flame was burning on a blue wick",29.53,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/L4pEorJZ1a0,"['What objects are present in the video?', 'Which of the objects is emitting flames?', 'Is there a blue flame visible in the video?', 'Are there any candles present in the video?', 'What is the color and shape of the objects that are burning?']"
790,790,0806-0,1dEijri97Qc,Primary Open-ended Question,Element Counting,How many cables were bundled?,19.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1dEijri97Qc,"['How many cables are visible in the image?', 'Are the cables bundled together or separated?', 'What is the arrangement of the cables in the bundle?', 'Is there any indication of the number of cables in the bundle (e.g., labels, ties)?']"
791,791,0806-1,1dEijri97Qc,Paraphrased Open-ended Question,Element Counting,What is the total number of cables that were bundled together in the video?,19.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1dEijri97Qc,"['How many cables are visible in the video?', 'Are the cables bundled together or separated?', 'If bundled, how many cables are in each bundle?', 'Is there any indication of additional cables that are not visible?', 'What is the context of the video regarding the cables?']"
792,792,0806-2,1dEijri97Qc,Correctly-led Open-ended Question,Element Counting,Can you confirm that the video shows four cables being bundled together?,19.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1dEijri97Qc,"['How many cables are visible in the video?', 'Are the cables being bundled together?', 'What is the arrangement of the cables in the video?', 'Is there any indication of the cables being separate or distinct?', 'Can you describe the appearance of the cables?']"
793,793,0806-3,1dEijri97Qc,Wrongly-led Open-ended Question,Element Counting,Is it true that the video shows five cables being bundled together?,19.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1dEijri97Qc,"['How many cables are visible in the video?', 'Are the cables shown in the video bundled together?', 'What is the arrangement of the cables in the video?', 'Is there any indication of the cables being separate or distinct from each other?']"
794,794,0806-7,1dEijri97Qc,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many cables were bundled together in the video?
A. Four
B. Six
C. Three
D. Five",19.9,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/1dEijri97Qc,"['How many cables are visible in the video?', 'Are the cables bundled together or separated?', 'If bundled, how many cables are in each bundle?', 'Is there any indication of the total number of cables in the video?']"
795,795,0810-0,A-PdkbPZs6I,Primary Open-ended Question,Event Counting,How many times did the sausage pop up from the holes?,17.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/A-PdkbPZs6I,How many times did the sausage pop up from the holes? Please state your answer with a brief explanation.
796,796,0810-1,A-PdkbPZs6I,Paraphrased Open-ended Question,Event Counting,How many times did the sausage appear from the holes?,17.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/A-PdkbPZs6I,"['How many holes are present in the image?', 'What is the position of the sausage in relation to the holes?', 'How many times does the sausage appear in the image?', 'Is the sausage visible coming out of the holes? If so, how many times?', 'Are there any other objects interacting with the sausage or the holes?']"
797,797,0810-2,A-PdkbPZs6I,Correctly-led Open-ended Question,Event Counting,Did the sausage emerge from the holes five times?,17.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/A-PdkbPZs6I,"['How many holes are present in the visual?', 'What is the action of the sausage in relation to the holes?', 'Did the sausage emerge from each hole? If so, how many times?', 'Is there any indication of the sausage emerging from the holes multiple times?']"
798,798,0810-3,A-PdkbPZs6I,Wrongly-led Open-ended Question,Event Counting,Did the sausage pop up from the holes only three times?,17.74,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/A-PdkbPZs6I,"['How many times did the sausage pop up from the holes?', 'What are the specific instances when the sausage popped up?', 'Are there any instances where the sausage did not pop up?', 'Can you confirm if the sausage popped up exactly three times?']"
799,799,0810-7,A-PdkbPZs6I,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times did the sausage pop up from the holes?
A. Three times
B. Six times
C. Four times
D. Five times",17.74,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/A-PdkbPZs6I,"['How many holes are there for the sausage to pop up from?', 'What is the sequence of the sausage popping up from the holes?', 'How many times does the sausage pop up in total?', 'Are there any instances where the sausage does not pop up from the holes?', 'Is there a clear visual indication of the number of times the sausage pops up?']"
800,800,0812-0,5NgU4w_qPBg,Primary Open-ended Question,Event Counting,How many times did the person try to place the toy into the drawer?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5NgU4w_qPBg,"['How many times did the person attempt to place the toy into the drawer?', 'What is the position of the toy in relation to the drawer during each attempt?', 'What are the outcomes of each attempt to place the toy into the drawer?', 'Is there any indication of success or failure for each attempt?']"
801,801,0812-1,5NgU4w_qPBg,Paraphrased Open-ended Question,Event Counting,How many attempts did the person make to put the toy into the drawer?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5NgU4w_qPBg,"['How many times does the person try to put the toy into the drawer?', 'What is the outcome of each attempt to put the toy into the drawer?', 'Are there any visible obstacles that affect the attempts?', 'What is the final result after all attempts are made?']"
802,802,0812-2,5NgU4w_qPBg,Correctly-led Open-ended Question,Event Counting,Did the person try to place the toy into the drawer three times?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5NgU4w_qPBg,"['How many times does the person attempt to place the toy into the drawer?', 'What is the outcome of each attempt to place the toy into the drawer?', 'Is there any indication of success or failure for each attempt?', 'What actions does the person take during each attempt?']"
803,803,0812-3,5NgU4w_qPBg,Wrongly-led Open-ended Question,Event Counting,Did the person try to place the toy into the drawer 10 times?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/5NgU4w_qPBg,"['How many times does the person attempt to place the toy into the drawer?', 'What is the outcome of each attempt to place the toy into the drawer?', 'Is there any indication of success or failure in the attempts?', 'Are there any visual cues that suggest the person is counting their attempts?']"
804,804,0812-7,5NgU4w_qPBg,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times did the person try to place the toy into the drawer?
A. 2
B. 3
C. 5
D. 10",14.76,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/5NgU4w_qPBg,"['How many times does the person attempt to place the toy into the drawer in the video?', 'What is the total count of attempts made by the person to place the toy into the drawer?', 'Are there any instances where the person successfully places the toy into the drawer?', 'Are there any interruptions or distractions during the attempts to place the toy into the drawer?']"
805,805,0816-0,nqyt42Hj00Y,Primary Open-ended Question,Event Localization,What did the person do at the second experiment?,20.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nqyt42Hj00Y,"['What is the setting of the second experiment?', 'Who is the person involved in the second experiment?', 'What actions did the person take during the second experiment?', 'What materials or equipment were used in the second experiment?', 'What were the results or outcomes of the second experiment?', 'How does the second experiment compare to the first experiment?']"
806,806,0816-1,nqyt42Hj00Y,Paraphrased Open-ended Question,Event Localization,What actions did the person take during the second experiment?,20.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nqyt42Hj00Y,"['What actions did the person take during the second experiment?', 'What is the context of the second experiment?', 'What materials or tools were used during the second experiment?', 'What were the results or outcomes of the second experiment?', 'Was there any notable behavior or reaction from the person during the experiment?']"
807,807,0816-2,nqyt42Hj00Y,Correctly-led Open-ended Question,Event Localization,Did the person spin the bottle to create a vortex in the second experiment?,20.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nqyt42Hj00Y,"['What is happening in the second experiment?', 'Is the person spinning the bottle in the second experiment?', 'What is the effect of spinning the bottle in the context of the experiment?', 'Is there any mention of a vortex being created in the second experiment?']"
808,808,0816-3,nqyt42Hj00Y,Wrongly-led Open-ended Question,Event Localization,Did the person insert a straw into the bottle during the second experiment?,20.86,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/nqyt42Hj00Y,"['What is the setup of the second experiment?', 'Is there a straw present in the scene during the second experiment?', 'Is there any indication that the person is inserting a straw into the bottle?', 'What actions is the person performing in relation to the bottle during the second experiment?']"
809,809,0816-7,nqyt42Hj00Y,Multiple-choice Question with a Single Correct Answer,Event Localization,"What did the person do in the second experiment?
A. Added more water
B. Sealed the bottle
C. Spun the bottle to create a vortex
D. Inserted a straw",20.86,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/nqyt42Hj00Y,"['What actions did the person take in the second experiment?', 'What materials were used in the second experiment?', 'What was the setup of the second experiment?', 'What were the results or observations from the second experiment?']"
810,810,0818-0,1_OTyluZCcg,Primary Open-ended Question,Element Attributes,What was the little girl watching nearby holding in her hand?,19.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1_OTyluZCcg,"['What is the little girl watching nearby doing?', 'What objects are present in the scene with the little girl?', 'What is the little girl holding in her hand?', 'Is there any specific detail about the object that stands out?']"
811,811,0818-1,1_OTyluZCcg,Paraphrased Open-ended Question,Element Attributes,What is the little girl holding in her hand while watching nearby?,19.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1_OTyluZCcg,"['What is the little girl holding in her hand?', 'What is the little girl doing while watching nearby?', 'Are there any other objects or people nearby that might be relevant to her action?', 'What is the context or setting in which the little girl is located?']"
812,812,0818-2,1_OTyluZCcg,Correctly-led Open-ended Question,Element Attributes,Is the little girl holding a piece of cash in her hand?,19.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1_OTyluZCcg,"['Is there a little girl in the image?', 'What is the little girl holding in her hand?', 'Is the object in her hand a piece of cash?', 'What does the cash look like (e.g., color, size, denomination)?', ""Are there any other objects in the little girl's hands or nearby?""]"
813,813,0818-3,1_OTyluZCcg,Wrongly-led Open-ended Question,Element Attributes,Is the little girl holding a small bottle in her hand?,19.48,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1_OTyluZCcg,"['Is there a little girl in the image?', 'What is the girl holding in her hand?', 'Is the object that the girl is holding a small bottle?', ""What are the characteristics of the object in the girl's hand?""]"
814,814,0818-7,1_OTyluZCcg,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What is the little girl holding in her hand?
A. A book
B. A toy car
C. A small bottle
D. A piece of cash",19.48,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/1_OTyluZCcg,"['What is the little girl holding in her hand?', 'What objects are present in the scene?', 'Which object is closest to the little girl?', 'Is the little girl interacting with any of the objects?', ""What is the appearance of the object in the little girl's hand?""]"
815,815,0827-0,yFHKF8TjT5o,Primary Open-ended Question,Element Counting,How many pandas are there in the video?,9.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yFHKF8TjT5o,"['How many distinct pandas are visible in the video?', 'Are there any moments in the video where pandas are obscured or not clearly visible?', 'What is the duration of the video, and how does it affect the visibility of the pandas?', 'Are there any other animals in the video that could be confused with pandas?', 'Is there any text or narration in the video that mentions the number of pandas?']"
816,816,0827-1,yFHKF8TjT5o,Paraphrased Open-ended Question,Element Counting,What is the number of pandas shown in the video?,9.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yFHKF8TjT5o,"['How many pandas are visible in the video?', 'Are there any other animals present in the video that could be mistaken for pandas?', 'What is the context or setting of the video that might affect the visibility of the pandas?', 'Are the pandas stationary or in motion, and how does that affect their count?', 'Is there any overlapping or obstruction that might make it difficult to count the pandas accurately?']"
817,817,0827-2,yFHKF8TjT5o,Correctly-led Open-ended Question,Element Counting,Is there only one real panda in the video?,9.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yFHKF8TjT5o,"['How many pandas are visible in the video?', 'Is there any indication that one of the pandas is real?', 'Are there any signs or features that differentiate the real panda from any fake ones?', 'What are the characteristics of the panda that is identified as real?', 'Are there any other animals or objects in the video that could be mistaken for a panda?']"
818,818,0827-3,yFHKF8TjT5o,Wrongly-led Open-ended Question,Element Counting,"Are there two pandas in the video, including a baby panda?",9.73,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/yFHKF8TjT5o,"['How many pandas are present in the video?', 'Is there a baby panda among the pandas in the video?', 'What are the characteristics that distinguish the baby panda from the adult pandas?']"
819,819,0827-7,yFHKF8TjT5o,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many real pandas are in the video?
A. Two
B. None
C. One
D. Three",9.73,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/yFHKF8TjT5o,"['How many pandas are visible in the video?', 'Are the pandas in the video real or artificial?', 'What is the total count of pandas shown in the video?']"
820,820,0833-0,E2ILLN8TiPA,Primary Open-ended Question,Event Localization,What does the photo want to show in the fourth segment?,48.0,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/E2ILLN8TiPA,"['What is depicted in the fourth segment of the photo?', 'What elements or subjects are present in the fourth segment?', 'What is the overall theme or message conveyed in the fourth segment?', 'How does the fourth segment relate to the previous segments of the photo?', 'Are there any notable colors, emotions, or actions in the fourth segment?']"
821,821,0833-1,E2ILLN8TiPA,Paraphrased Open-ended Question,Event Localization,What is depicted in the fourth segment of the photo series?,48.0,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/E2ILLN8TiPA,"['What is shown in the fourth segment of the photo series?', 'What are the key elements or subjects present in the fourth segment?', 'How does the fourth segment compare to the previous segments in terms of content?', 'What emotions or actions are depicted in the fourth segment?', 'Is there any text or labels present in the fourth segment that provide context?']"
822,822,0833-2,E2ILLN8TiPA,Correctly-led Open-ended Question,Event Localization,Does the fourth segment show a man lying on the sand with his soul flying above him?,48.0,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/E2ILLN8TiPA,"['Is there a man lying on the sand in the fourth segment?', 'Is there a visual representation of a soul or spirit above the man in the fourth segment?', 'What is the context or setting of the fourth segment?', 'Are there any other significant elements in the fourth segment that relate to the man or the concept of a soul?']"
823,823,0833-3,E2ILLN8TiPA,Wrongly-led Open-ended Question,Event Localization,Does the fourth segment show a person holding a glass jar with a drink?,48.0,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/E2ILLN8TiPA,"['What is depicted in the fourth segment?', 'Is there a person present in the fourth segment?', 'Is the person in the fourth segment holding a glass jar?', 'Is there a drink inside the glass jar?', 'What type of drink is shown in the glass jar, if any?']"
824,824,0833-7,E2ILLN8TiPA,Multiple-choice Question with a Single Correct Answer,Event Localization,"What does the fourth segment of the photo series show?
A. A person holding a glass jar with a drink.
B. A person painting on a canvas.
C. A sunset over the ocean.
D. A man lying on the sand with his soul flying above him.",48.0,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/E2ILLN8TiPA,"['What is depicted in the fourth segment of the photo series?', 'What are the contents of the glass jar being held by the person?', 'What is the person painting on the canvas?', 'What does the sunset over the ocean look like?', 'What is the position and appearance of the man lying on the sand?', ""Is there any indication of the man's soul flying above him?""]"
825,825,0835-0,_tVCT7lNvM4,Primary Open-ended Question,Element Localization,What is visible in the woman's mouth?,60.0,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tVCT7lNvM4,"['What is the woman holding in her mouth?', ""What is the shape and color of the object in the woman's mouth?"", 'Is the woman smiling or making any facial expressions that indicate her feelings about the object?', ""Are there any other visible features around the woman's mouth that provide context?"", ""Is the object in the woman's mouth food, a tool, or something else?""]"
826,826,0835-1,_tVCT7lNvM4,Paraphrased Open-ended Question,Element Localization,What can be seen inside the woman's mouth?,60.0,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tVCT7lNvM4,"[""What is the position of the woman's mouth?"", ""What objects or features are visible inside the woman's mouth?"", 'Are there any notable colors or textures present inside the mouth?', 'Is there any movement or action occurring inside the mouth?', 'Are there any other relevant facial expressions or features that provide context?']"
827,827,0835-2,_tVCT7lNvM4,Correctly-led Open-ended Question,Element Localization,Is there a blue tongue stud visible in the woman's mouth?,60.0,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tVCT7lNvM4,"['Is the woman smiling or showing her teeth?', ""What color is the tongue stud in the woman's mouth?"", 'Is the tongue stud clearly visible in the image?', 'What is the overall context of the image (e.g., lighting, angle)?']"
828,828,0835-3,_tVCT7lNvM4,Wrongly-led Open-ended Question,Element Localization,Is there a dental appliance or mouth guard visible in the woman's mouth?,60.0,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/_tVCT7lNvM4,"[""Is there a dental appliance visible in the woman's mouth?"", ""Is there a mouth guard visible in the woman's mouth?"", ""What is the condition of the woman's mouth (open, closed, etc.)?"", 'Are there any other dental items or accessories visible in the image?', 'What is the overall context of the image (e.g., dental office, home, etc.)?']"
829,829,0835-7,_tVCT7lNvM4,Multiple-choice Question with a Single Correct Answer,Element Localization,"What is visible in the woman's mouth?
A. A dental appliance
B. A mouth guard
C. A silver tooth
D. A blue tongue stud",60.0,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/_tVCT7lNvM4,"['What is the woman doing in the video?', ""What objects or items are present in the woman's mouth?"", ""Is there any visible dental appliance in the woman's mouth?"", ""Is there a mouth guard visible in the woman's mouth?"", ""Is there a silver tooth visible in the woman's mouth?"", ""Is there a blue tongue stud visible in the woman's mouth?"", ""Is there anything else visible in the woman's mouth that does not match the options provided?""]"
830,830,0841-0,wfszvTxxLkk,Primary Open-ended Question,Positional Relationship,Which eye did the woman wipe with the parrot first in the video?,10.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wfszvTxxLkk,"['What is the sequence of actions performed by the woman in the video?', 'Which eye did the woman wipe first?', 'What is the position of the parrot during the action?', ""Is there any indication of which eye was wiped first based on the woman's movements?""]"
831,831,0841-1,wfszvTxxLkk,Paraphrased Open-ended Question,Positional Relationship,Which eye did the woman use the parrot to wipe first in the video?,10.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wfszvTxxLkk,"['What is the initial position of the parrot in relation to the woman?', 'What action does the woman take with the parrot?', 'Which eye does the woman approach first with the parrot?', 'Is there any indication of the woman using the parrot on her other eye?', 'What is the sequence of actions involving the parrot and the woman’s eyes?']"
832,832,0841-2,wfszvTxxLkk,Correctly-led Open-ended Question,Positional Relationship,Did the woman first wipe her right eye with the parrot in the video?,10.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wfszvTxxLkk,"['Is there a woman in the video?', 'What is the woman doing in the video?', 'Is there a parrot present in the video?', 'What is the woman using to wipe her eye?', 'Which eye is the woman wiping?', 'Is the woman wiping her right eye?', 'Is the parrot involved in the action of wiping the eye?']"
833,833,0841-3,wfszvTxxLkk,Wrongly-led Open-ended Question,Positional Relationship,Did the woman first wipe her left eye with the parrot in the video?,10.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wfszvTxxLkk,"['Is there a woman in the video?', 'What action is the woman performing with her left eye?', 'Is there a parrot present in the video?', 'Is the woman using the parrot to wipe her left eye?', 'What is the sequence of actions involving the woman and the parrot?']"
834,834,0841-7,wfszvTxxLkk,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which eye did the woman wipe first with the parrot?
A. Left
B. Right",10.75,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/wfszvTxxLkk,"['What is the sequence of actions performed by the woman in the video?', 'Which eye did the woman wipe first?', 'Is there a parrot present in the scene?', 'What is the position of the parrot relative to the woman during the action?']"
835,835,0848-0,wzf8uN_7hNc,Primary Open-ended Question,Element Attributes (Optical Illusion),Which one is a real cat in the video?,7.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wzf8uN_7hNc,"['How many cats are present in the video?', 'What are the characteristics of each cat in the video?', 'Is there any indication of which cat is real versus fake?', 'Are there any visual cues that differentiate a real cat from a fake one?', 'What actions or behaviors are exhibited by each cat in the video?']"
836,836,0848-1,wzf8uN_7hNc,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),Which cat in the video is the actual one?,7.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wzf8uN_7hNc,"['How many cats are present in the video?', 'What are the distinguishing features of each cat in the video?', 'Is there any specific behavior or action that identifies the actual cat?', 'Are there any visual cues or context that indicate which cat is the actual one?', 'What is the overall context or setting of the video that might help identify the actual cat?']"
837,837,0848-2,wzf8uN_7hNc,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the real cat in the video the one at the top of the frame?,7.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wzf8uN_7hNc,"['What is the position of the cat at the top of the frame?', 'Is there a real cat present in the video?', 'What are the characteristics of the cat at the top of the frame?', 'Are there any other cats in the video that could be confused with the one at the top?', 'What is the context or environment in which the cat at the top is situated?']"
838,838,0848-3,wzf8uN_7hNc,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),"Is the real cat in the video the one on top, casting a shadow below?",7.83,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/wzf8uN_7hNc,"['Is there a cat in the video?', 'What is the position of the cat in relation to the shadow?', 'What is the source of the shadow?', 'Is the shadow being cast by the cat on top?', 'Are there any other objects or animals in the video that could be casting shadows?']"
839,839,0848-7,wzf8uN_7hNc,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"Which one is the real cat in the video?
A. The one that becomes bigger at the end of the video.
B. The one that appears darker.
C. The one at the bottom with a glossy shine.
D. The one on top casting a shadow.",7.83,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/wzf8uN_7hNc,"['What does the cat look like at the beginning of the video?', 'How does the size of the cat change throughout the video?', 'What are the color characteristics of the cat at different points in the video?', 'What is the position of the cat in relation to other objects in the video?', ""Is there any reflection or shine on the cat's fur?"", 'What shadows are cast in the video, and by which objects?']"
840,840,0854-0,Rjq4L_aIBh0,Primary Open-ended Question,Character Motivation Causality,Why does the operator of the drop tower ride engage in conversation with the visitors?,36.4,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Rjq4L_aIBh0,"['What is the operator of the drop tower ride doing during the interaction with the visitors?', 'What is the nature of the conversation between the operator and the visitors?', 'What expressions or body language does the operator display while engaging with the visitors?', 'What is the context of the conversation (e.g., safety instructions, entertainment, etc.)?', 'How do the visitors respond to the operator during the conversation?']"
841,841,0854-1,Rjq4L_aIBh0,Paraphrased Open-ended Question,Character Motivation Causality,What is the reason the drop tower operator talks to the visitors?,36.4,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Rjq4L_aIBh0,"['What is the drop tower operator doing in the scene?', 'What is the operator saying to the visitors?', ""What is the context of the operator's interaction with the visitors?"", 'What expressions or body language does the operator use while talking?', ""How do the visitors react to the operator's communication?"", 'Is there any specific information or instructions being conveyed by the operator?']"
842,842,0854-2,Rjq4L_aIBh0,Correctly-led Open-ended Question,Character Motivation Causality,Does the operator of the drop tower ride talk to visitors to make them more nervous and scared?,36.4,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Rjq4L_aIBh0,"['What is the operator of the drop tower ride doing during the ride?', 'Are there any visible interactions between the operator and the visitors?', 'What expressions or body language does the operator display?', 'What are the reactions of the visitors during the ride?', 'Is there any dialogue or communication captured between the operator and the visitors?', 'What is the overall atmosphere or environment of the ride?', 'Are there any signs or indicators of nervousness or fear among the visitors?']"
