,Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown,answers
960,960,0929-0,9y91My_upXU,Primary Open-ended Question,Plot Attribute (Montage),What are the similarities between the actions of the little girl in the green dress and the little girl in the blue dress in the video?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU,"```python
[
    'What actions are performed by the little girl in the green dress?',
    'What actions are performed by the little girl in the blue dress?',
    'Are there any specific moments in the video where both girls perform similar actions?',
    'What context or setting surrounds the actions of both girls?',
    'How do the expressions or reactions of the girls compare during their actions?'
]
```","['The little girl in the green dress is seen interacting with the statue and then walking away, while the little girl in the blue dress is seen running towards the statue and then walking away. There are no specific moments in the video where both girls perform similar actions. The context or setting is an outdoor area with trees and a marina in the background. The expressions or reactions of the girls are not clearly visible in the video.']"
961,961,0929-1,9y91My_upXU,Paraphrased Open-ended Question,Plot Attribute (Montage),In what ways do the little girl in the green dress and the little girl in the blue dress behave similarly towards the statue in the video?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU,"```python
[
    'What is the behavior of the little girl in the green dress towards the statue?',
    'What is the behavior of the little girl in the blue dress towards the statue?',
    'Are there any specific actions or gestures that both girls perform towards the statue?',
    'Do both girls exhibit similar emotions or reactions while interacting with the statue?',
    'What is the context of their interaction with the statue (e.g., playfulness, curiosity)?'
]
```","['The little girl in the green dress touches the statue and then walks away, while the little girl in the blue dress also touches the statue and then walks away. Both girls perform a similar action of touching the statue before moving on. Both girls appear curious and playful while interacting with the statue. The context of their interaction with the statue is one of playfulness and curiosity.']"
962,962,0929-2,9y91My_upXU,Correctly-led Open-ended Question,Plot Attribute (Montage),Do the little girl in the green dress and the little girl in the blue dress both try to support the statue when it pretends to fall?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU,"```python
[
    'What is the action of the little girl in the green dress when the statue pretends to fall?',
    'What is the action of the little girl in the blue dress when the statue pretends to fall?',
    'Are both girls attempting to support the statue?',
    'What is the context of the statue pretending to fall?'
]
```","['The little girl in the green dress runs away, the little girl in the blue dress tries to hold onto the statue, yes, both girls are attempting to support the statue, the context of the statue pretending to fall is to engage and entertain passersby.']"
963,963,0929-3,9y91My_upXU,Wrongly-led Open-ended Question,Plot Attribute (Montage),Are the little girl in the green dress and the little girl in the blue dress trying to determine if the statue is real or not?,38.02,Please state your answer with a brief explanation.,,https://youtube.com/shorts/9y91My_upXU,"```python
[
    'What is the expression on the face of the little girl in the green dress?',
    'What is the expression on the face of the little girl in the blue dress?',
    'What is the posture or body language of the little girl in the green dress?',
    'What is the posture or body language of the little girl in the blue dress?',
    'What is the position of the statue in relation to the two girls?',
    'Are there any objects or elements in the scene that indicate the girls are interacting with the statue?',
    'What is the overall context or setting of the scene?'
]
```","[""The little girl in the green dress has a curious and playful expression, the little girl in the blue dress has a happy and excited expression, the little girl in the green dress is standing close to the statue, extending her hand towards it, the little girl in the blue dress is walking away from the statue, her back turned to it, the statue is positioned between the two girls, the little girl in the green dress is touching the statue's hand, the overall context is an outdoor setting near a marina with people and boats in the background.""]"
964,964,0929-7,9y91My_upXU,Multiple-choice Question with a Single Correct Answer,Plot Attribute (Montage),"What did the little girl in the green dress and the little girl in the blue dress do when the statue pretended to fall?
A. They tried to support it, thinking they had broken it.
B. They laughed and walked away.
C. They ignored it and continued playing.
D. They asked an adult for help.",38.02,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/9y91My_upXU,"```python
[
    ""What did the little girl in the green dress do when the statue pretended to fall?"",
    ""What did the little girl in the blue dress do when the statue pretended to fall?"",
    ""What was the reaction of the statue when it pretended to fall?"",
    ""What were the surroundings or context when the statue pretended to fall?"",
    ""Were there any adults present during the incident?"",
    ""What did the other children do during the incident?""
]
```","['The little girl in the green dress ran away, the little girl in the blue dress tried to help the statue up, the statue remained still and did not move, the incident took place on a sidewalk near a park with trees and parked cars, yes, there were adults present, the other children watched the scene unfold and some tried to help the statue.']"
965,965,0933-0,bLr422lyAyY,Primary Open-ended Question,Character Motivation Causality,Why did the man in the costume light the fire?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY,"```python
[
    ""What is the context or setting in which the man in the costume is present?"",
    ""What type of costume is the man wearing?"",
    ""What materials or objects does the man have with him?"",
    ""What actions does the man take before lighting the fire?"",
    ""What is the man's expression or body language when he lights the fire?"",
    ""Are there any other characters present, and what are their reactions?"",
    ""What is the significance of the fire in this context?"",
    ""Is there any dialogue or text that provides insight into the man's motivations?""
]
```","[""The context is an indoor setting, possibly a home or office, with a woman working on a laptop, and another person in a costume. The man is wearing a costume resembling a cartoon character. He has a lighter and a small object that appears to be a lighter. Before lighting the fire, the man is seen moving closer to the woman and then lights the object. His expression is one of surprise or shock. There are no other characters present in the video. The fire seems to be a surprise element, adding humor to the situation. There is no visible dialogue or text providing insight into the man's motivations.""]"
966,966,0933-1,bLr422lyAyY,Paraphrased Open-ended Question,Character Motivation Causality,What was the reason the man in the costume started the fire?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY,"```python
[
    'What is the appearance of the man in the costume?',
    'What actions is the man in the costume performing?',
    'Are there any objects or materials present that could start a fire?',
    'What is the environment or setting where the fire is started?',
    'Are there any other people present, and what are they doing?',
    'Is there any visible motivation or intent shown by the man in the costume?',
    'What is the reaction of others to the man starting the fire?'
]
```","['The man in the costume is wearing a white and blue outfit with a red nose and large eyes, resembling a cartoon character. He is performing actions such as moving his head and arms in an animated manner. There are no objects or materials present that could start a fire. The environment is indoors, likely in a room with a ceiling and some furniture. There are other people present; one person is sitting at a desk with a laptop, seemingly surprised by the fire. The man in the costume appears to be intentionally starting the fire as part of a playful or humorous act. The reaction of the person at the desk is one of surprise and possibly concern.']"
967,967,0933-2,bLr422lyAyY,Correctly-led Open-ended Question,Character Motivation Causality,Did the man in the costume light the fire to catch the woman's attention for a prank?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY,"```python
[
    'Is the man in the costume lighting a fire?',
    'What is the expression or reaction of the woman in response to the fire?',
    'Is there any indication that the man is trying to catch the woman\'s attention?',
    'Are there any visual cues that suggest the action is a prank?',
    'What is the context or setting of the scene?'
]
```","[""No, the man in the costume is not lighting a fire, he is holding a lighter and appears to be playfully interacting with the woman; The woman has a surprised or startled expression on her face; Yes, the man's actions and the presence of the lighter suggest he is trying to catch the woman's attention; Yes, the text overlay and the woman's reaction indicate that this is likely a prank; The context is a casual indoor setting, possibly an office or home, where the woman is working on a laptop while the man in the costume approaches her.""]"
968,968,0933-3,bLr422lyAyY,Wrongly-led Open-ended Question,Character Motivation Causality,Was the fire lit by the man in the costume to surprise the person being pranked?,8.62,Please state your answer with a brief explanation.,,https://youtube.com/shorts/bLr422lyAyY,"```python
[
    'Is there a man in a costume present in the scene?',
    'What is the action of the man in the costume?',
    'Is there a fire present in the scene?',
    'What is the context of the fire being lit?',
    'Is there a person being pranked in the scene?',
    'What is the reaction of the person being pranked to the fire?',
    'Is there any indication that the fire was meant to surprise the person being pranked?'
]
```","['Yes, there is a man in a costume present in the scene, The man in the costume is lighting a fire, No, there is no fire present in the scene, The context of the fire being lit is not clear from the image, Yes, there is a person being pranked in the scene, The reaction of the person being pranked to the fire is one of surprise and discomfort, Yes, there is an indication that the fire was meant to surprise the person being pranked.']"
969,969,0933-7,bLr422lyAyY,Multiple-choice Question with a Single Correct Answer,Character Motivation Causality,"Why did the man in the costume light the fire?
A. To catch the woman's attention for a prank.
B. To surprise the person unexpectedly.
C. To start a campfire.
D. To signal the end of an event.",8.62,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/bLr422lyAyY,"```python
[
    ""What is the context of the scene involving the man in the costume?"",
    ""What actions does the man in the costume take regarding the fire?"",
    ""What is the reaction of the woman to the man's actions?"",
    ""Are there any indications in the video that suggest the man's intention?"",
    ""What other elements in the scene might provide clues about the man's motivation?"",
    ""Is there any dialogue or narration that explains the man's actions?"",
    ""What is the setting of the scene, and how does it relate to the possible reasons for lighting the fire?""
]
```","[""The context of the scene involving the man in the costume is a humorous or unexpected situation where he is lighting a fire, which surprises both the woman and himself, indicated by the text overlay. The man in the costume lights a fire on the table, which is not expected by either the woman or himself. The woman reacts with surprise and concern as the fire starts. There are no clear indications in the video that suggest the man's intention, but his actions seem spontaneous and possibly playful. Other elements in the scene, such as the woman's surprised expression and the text overlay, might provide clues about the man's motivation, which could be playful or accidental. There is no dialogue or narration that explains the man's actions; the text overlay provides the context. The setting appears to be an indoor environment, possibly a home or office, which might not be the safest place to light a fire, suggesting a lack of awareness or carelessness.""]"
970,970,0939-0,vz9D4nqhTyk,Primary Open-ended Question,Element Counting,How many people were there playing roles in the video?,37.68,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vz9D4nqhTyk,"```python
[
    'How many distinct individuals are present in the video?',
    'Are there any group scenes that might include multiple people?',
    'Are there any characters that appear multiple times or in different roles?',
    'What are the visual cues that indicate the presence of people in the video?'
]
```","['Three, yes, yes, facial expressions, body language, and the presence of gaming controllers and blankets.']"
971,971,0939-1,vz9D4nqhTyk,Paraphrased Open-ended Question,Element Counting,What is the number of individuals acting in the video?,37.68,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vz9D4nqhTyk,"```python
[
    'How many individuals are present in the video?',
    'Are the individuals clearly distinguishable from one another?',
    'Are there any overlapping actions or interactions between the individuals?',
    'Is there any text or visual cue indicating the number of individuals?'
]
```","['Four, Yes, No, No']"
972,972,0939-2,vz9D4nqhTyk,Correctly-led Open-ended Question,Element Counting,Is it true that only one person played all the roles in the video?,37.68,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vz9D4nqhTyk,"```python
[
    'How many distinct characters are present in the video?',
    'Is there any visual indication that the same person is portraying multiple roles?',
    'Are there any costume or makeup changes that suggest different characters?',
    'What are the actions or behaviors of each character in the video?',
    'Is there any dialogue or narration that indicates the number of actors involved?'
]
```","['3, Yes, Costume and makeup changes, The first character is lying on the floor playing a video game, the second character is lying on a bed under a blanket, the third character is standing in a doorway, the fourth character is lying on a bed under a blanket, the fifth character is walking down a staircase, No.']"
973,973,0939-3,vz9D4nqhTyk,Wrongly-led Open-ended Question,Element Counting,Are there four different people playing roles in the video?,37.68,Please state your answer with a brief explanation.,,https://youtube.com/shorts/vz9D4nqhTyk,"```python
[
    'How many distinct individuals are present in the video?',
    'Can you identify the roles played by each individual?',
    'Are any of the individuals playing the same role?',
    'Is there any visual indication that suggests the presence of four different people?'
]
```","['Three, Two individuals are playing video games, one is pretending to be asleep, another is standing and looking around, the third is lying down and pretending to be asleep, Yes, the text overlay and the different positions and actions of the individuals suggest the presence of four different people.']"
974,974,0939-7,vz9D4nqhTyk,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many people are actually playing roles in the video?
A. Two
B. One
C. Four
D. Three",37.68,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/vz9D4nqhTyk,"```python
[
    'How many distinct individuals are present in the video?',
    'Are any of the individuals in the video playing roles?',
    'What actions are being performed by each individual in the video?',
    'Is there any indication of roles being played by the individuals?',
    'Can the individuals be categorized as players or non-players?'
]
```","['3, yes, one person is lying on a bed, another is standing and looking at the camera, and the third is lying on the floor, all playing roles, yes, players, non-players.']"
975,975,0942-0,ly70cIZgrRA,Primary Open-ended Question,Character Motivation Causality,What is the purpose of the man in the video catching the egg with the side of the spatula and breaking it?,30.93,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ly70cIZgrRA,"```python
[
    'What is the man doing in the video with the spatula?',
    'What is the significance of catching the egg with the spatula?',
    'What happens to the egg after it is caught?',
    'What is the man’s intention or goal in this action?',
    'Are there any reactions or consequences shown in the video after the egg is broken?'
]
```","[""The man is using the spatula to catch an egg and then to cook it on the griddle, , Catching the egg with the spatula is a demonstration of skill and precision, , After being caught, the egg is cracked open and cooked on the griddle, , The man's intention is to showcase his culinary skills and entertain the audience, , No reactions or consequences are shown in the video after the egg is broken.""]"
976,976,0942-1,ly70cIZgrRA,Paraphrased Open-ended Question,Character Motivation Causality,Why does the man use the side of the spatula to catch and break the egg in the video?,30.93,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ly70cIZgrRA,"```python
[
    ""What is the man doing in the video?"",
    ""What type of spatula is the man using?"",
    ""How does the man position the spatula to catch the egg?"",
    ""What is the technique used by the man to break the egg?"",
    ""What are the visual cues that indicate why he uses the side of the spatula?"",
    ""Are there any other tools or methods shown in the video for breaking an egg?"",
    ""What is the outcome of using the side of the spatula to catch and break the egg?""
]
```","['The man is demonstrating a cooking technique on a hot plate, using a spatula to catch and break an egg, , He is using a spatula, , He positions the spatula flat against the hot plate to catch the egg, , He taps the edge of the spatula against the egg to break it, , The visual cue is the angle at which he holds the spatula to catch the egg, , No other tools or methods are shown in the video for breaking an egg, , The outcome is that the egg is successfully caught and broken on the side of the spatula, allowing it to cook evenly on the hot plate.']"
977,977,0942-2,ly70cIZgrRA,Correctly-led Open-ended Question,Character Motivation Causality,Is the man in the video demonstrating a teppanyaki cooking technique by catching and breaking the egg with a spatula?,30.93,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ly70cIZgrRA,"```python
[
    'Is there a man in the video?',
    'What cooking technique is the man demonstrating?',
    'Is the man using a spatula in the video?',
    'Is the man catching an egg with the spatula?',
    'Is the man breaking the egg with the spatula?',
    'What is the context of the cooking technique being demonstrated?'
]
```","[""Yes, there is a man in the video, He is demonstrating a cooking technique on a hot plate, Yes, the man is using a spatula in the video, Yes, the man is catching an egg with the spatula, No, the man is not breaking the egg with the spatula, The context of the cooking technique being demonstrated is likely a cooking show or a demonstration of a hotel's culinary skills.""]"
978,978,0942-3,ly70cIZgrRA,Wrongly-led Open-ended Question,Character Motivation Causality,Is the man in the video breaking the egg with the spatula to show how fragile eggs are?,30.93,Please state your answer with a brief explanation.,,https://youtube.com/shorts/ly70cIZgrRA,"```python
[
    'Is the man using a spatula to break the egg?',
    'What is the condition of the egg after the man uses the spatula?',
    'Is there any indication that the man is trying to demonstrate the fragility of eggs?',
    'Are there any visual cues or text in the video that suggest the purpose of breaking the egg?',
    'What is the overall context of the video?'
]
```","['No, the man is not using a spatula to break the egg; he is using a knife, , The egg is broken and its contents are spilling out onto the hot surface, , Yes, the man is demonstrating the fragility of the egg by breaking it on the hot surface, , The text ""POV: This is why he owns the hotel"" suggests that the man is showcasing his culinary skills, , The overall context of the video is a cooking demonstration where the man is likely a chef or a skilled cook, possibly in a hotel setting, indicating his expertise and the reason for owning the hotel.']"
979,979,0942-7,ly70cIZgrRA,Multiple-choice Question with a Single Correct Answer,Character Motivation Causality,"What is the purpose of the man catching and breaking the egg with the spatula?
A. To show how fragile eggs are
B. To make scrambled eggs
C. To demonstrate a cooking technique
D. To clean the spatula",30.93,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/ly70cIZgrRA,"```python
[
    ""What is the man doing with the egg?"",
    ""What is the significance of the man catching the egg?"",
    ""What happens to the egg after it is caught?"",
    ""Is there any indication of a cooking technique being demonstrated?"",
    ""What is the context of the spatula's use in relation to the egg?"",
    ""Are there any visual cues that suggest the purpose of the action?""
]
```","['The man is catching an egg with a spatula, the significance of the man catching the egg is to demonstrate his skill and precision, the egg is caught and placed on the spatula, there is an indication of a cooking technique being demonstrated, the spatula is used to catch and hold the egg, there are no visual cues suggesting the purpose of the action beyond the demonstration of skill.']"
980,980,0946-0,JmEOYcf8wiE,Primary Open-ended Question,Positional Relationship,"When the chicken stopped moving, which foot did the man touch?",44.2,Please state your answer with a brief explanation.,,https://youtube.com/shorts/JmEOYcf8wiE,"```python
[
    ""Is the chicken moving or stationary when the man touches it?"",
    ""Which foot of the chicken is closest to the man when it stops moving?"",
    ""What is the position of the man's hands in relation to the chicken?"",
    ""Which foot does the man actually touch?"",
    ""What is the context or reason for the man touching the chicken's foot?""
]
```","['moving, right foot, both hands on the chicken, left foot, the man is likely trying to move the chicken or check something about its foot.']"
981,981,0946-1,JmEOYcf8wiE,Paraphrased Open-ended Question,Positional Relationship,Which foot did the man touch when the chicken became still?,44.2,Please state your answer with a brief explanation.,,https://youtube.com/shorts/JmEOYcf8wiE,"```python
[
    ""What is the position of the man's feet when the chicken becomes still?"",
    ""Which foot is closer to the chicken when it becomes still?"",
    ""What action does the man perform with his foot when the chicken becomes still?"",
    ""Is there any visual indication of which foot the man used to touch the chicken?""
]
```","[""The man's feet are positioned close to the chicken when it becomes still., The right foot is closer to the chicken when it becomes still., The man steps on the chicken with his foot when it becomes still., There is no visual indication of which foot the man used to touch the chicken in the video.""]"
982,982,0946-2,JmEOYcf8wiE,Correctly-led Open-ended Question,Positional Relationship,Did the man touch the chicken's left foot after it stopped moving?,44.2,Please state your answer with a brief explanation.,,https://youtube.com/shorts/JmEOYcf8wiE,"```python
[
    'Is the chicken currently moving or stationary?',
    'What is the position of the man in relation to the chicken?',
    'What is the man doing at the moment the chicken stops moving?',
    'Did the man make contact with the chicken\'s left foot after it stopped moving?'
]
```","['moving, standing next to it, petting the chicken, yes']"
983,983,0946-3,JmEOYcf8wiE,Wrongly-led Open-ended Question,Positional Relationship,Did the man touch the chicken's right foot after it stopped moving?,44.2,Please state your answer with a brief explanation.,,https://youtube.com/shorts/JmEOYcf8wiE,"```python
[
    ""Is the chicken currently moving or stationary?"",
    ""What is the position of the man's hand in relation to the chicken's right foot?"",
    ""Did the man make contact with the chicken's right foot?"",
    ""What is the sequence of events leading up to the moment the chicken stopped moving?"",
    ""What is the context of the man's actions towards the chicken?""
]
```","[""moving, on top of it, yes, the man lifted his hand and the chicken fell to the ground, the man's actions were playful and humorous.""]"
984,984,0946-7,JmEOYcf8wiE,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which foot did the man touch after the chicken stopped moving?
A. Both feet
B. Neither foot
C. Left foot
D. Right foot",44.2,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/JmEOYcf8wiE,"```python
[
    ""What is the position of the chicken when it stops moving?"",
    ""What foot does the man touch after the chicken stops moving?"",
    ""Is the man touching one foot or both feet?"",
    ""Is the man touching the left foot or the right foot?"",
    ""Is there any indication that the man is not touching either foot?""
]
```","[""The chicken is lying on its side when it stops moving, the man touches the chicken's right foot after it stops moving, the man is touching one foot, the man is touching the right foot, there is no indication that the man is not touching either foot.""]"
985,985,0949-0,GpJpQzdYtL0,Primary Open-ended Question,Plot Attribute,Where does the boss of this company appear in the video?,59.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GpJpQzdYtL0,"```python
[
    ""Who is the boss of the company?"",
    ""What is the setting of the video?"",
    ""In which scenes does the boss appear?"",
    ""What is the context of the boss's appearance in the video?"",
    ""Are there any notable actions or dialogues from the boss in the video?""
]
```","['The boss of the company is not explicitly named in the video, but it is implied that he is the one who is being referred to when the text mentions ""the boss."" The setting of the video is an office environment, as indicated by the scenes where people are sitting and discussing in what appears to be a meeting room. The boss appears in the video towards the end, after the scenes involving the blind man and the interactions with different individuals. The context of the boss\'s appearance is that he is being introduced as someone who has just arrived at the office and is about to start his workday. There are no notable actions or dialogues from the boss in the video; the focus is more on the interactions with other characters and the reveal of the blind man\'s identity as the boss.']"
986,986,0949-1,GpJpQzdYtL0,Paraphrased Open-ended Question,Plot Attribute,In which scenes does the company's boss make an appearance in the video?,59.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GpJpQzdYtL0,"```python
[
    ""How many scenes are there in the video?"",
    ""In which scenes does the company's boss appear?"",
    ""What is the context of each scene where the boss appears?"",
    ""What actions or dialogues does the boss have in those scenes?"",
    ""Are there any notable interactions between the boss and other characters in those scenes?""
]
```","[""There are six scenes in the video, the company's boss appears in three scenes, in the first scene he is talking to a man and a woman about a job position, in the second scene he is standing next to another man in a white shirt, and in the third scene he is talking to a man in a suit. The boss has dialogues about job positions and company losses in the first two scenes, and in the third scene he is discussing something with the man in the suit. There are notable interactions between the boss and other characters in the first and third scenes, where they discuss job positions and company matters.""]"
987,987,0949-2,GpJpQzdYtL0,Correctly-led Open-ended Question,Plot Attribute,Does the boss appear at the start as a beggar and later in a suit?,59.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GpJpQzdYtL0,"```python
[
    'What is the appearance of the boss at the start of the scene?',
    'What is the appearance of the boss later in the scene?',
    'Is the boss wearing a suit in the later appearance?',
    'Is the boss depicted as a beggar in the initial appearance?',
    'What visual cues indicate the change in the boss\'s status or role?'
]
```","[""The boss is initially depicted as a beggar, wearing casual clothes and a hat, sitting on the ground with a sign asking for help. Later in the scene, the boss is shown in a formal suit and tie, standing confidently in an office setting. Yes, the boss is wearing a suit in the later appearance. No, the boss is not depicted as a beggar in the later appearance. The change in the boss's status or role is indicated by the transition from casual clothing and a sign asking for help to a formal suit and tie, standing in an office setting.""]"
988,988,0949-3,GpJpQzdYtL0,Wrongly-led Open-ended Question,Plot Attribute,Does the boss only appear at the end of the video in a suit?,59.9,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GpJpQzdYtL0,"```python
[
    'Does the boss appear in the video at any point before the end?',
    'What is the attire of the boss when they appear in the video?',
    'Is the boss wearing a suit at the end of the video?',
    'Are there any other characters present at the end of the video?'
]
```","['Yes, Yes, Yes, No']"
989,989,0949-7,GpJpQzdYtL0,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"Where does the boss appear in the video?
A. Only in the middle
B. At the beginning and end
C. Throughout the video
D. Only at the end",59.9,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/GpJpQzdYtL0,"```python
[
    ""Does the boss appear at the beginning of the video?"",
    ""Does the boss appear in the middle of the video?"",
    ""Does the boss appear at the end of the video?"",
    ""Is the boss present throughout the video?"",
    ""Is there any moment in the video where the boss does not appear?""
]
```","['No, No, Yes, No, Yes']"
990,990,0950-0,Pagl1zg0j4A,Primary Open-ended Question,Displacement Attribute,What is the state of motion of the ball when the man strikes the second time?,52.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Pagl1zg0j4A,"```python
[
    ""What is the position of the ball before the man strikes it the second time?"",
    ""What is the speed and direction of the ball before the man strikes it the second time?"",
    ""What is the position of the man when he strikes the ball the second time?"",
    ""What is the force applied by the man when he strikes the ball the second time?"",
    ""What is the resulting motion of the ball after the man strikes it the second time?"",
    ""Is there any external force acting on the ball at the time of the second strike?""
]
```","['The ball is in a stationary position before the man strikes it the second time., The speed and direction of the ball before the man strikes it the second time are zero., The man is standing next to the ball when he strikes it the second time., The force applied by the man when he strikes the ball the second time is not specified but can be inferred as a sudden impulse., The resulting motion of the ball after the man strikes it the second time is a sudden change in its velocity., There is no external force acting on the ball at the time of the second strike other than the force applied by the man.']"
991,991,0950-1,Pagl1zg0j4A,Paraphrased Open-ended Question,Displacement Attribute,What happens to the ball when the man hits the tuning fork for the second time?,52.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Pagl1zg0j4A,"```python
[
    ""What is the position of the ball before the man hits the tuning fork for the second time?"",
    ""What is the position of the ball immediately after the man hits the tuning fork for the second time?"",
    ""What is the motion of the ball after the second hit of the tuning fork?"",
    ""Are there any visual indicators (like sound waves or vibrations) present when the tuning fork is hit?"",
    ""What is the relationship between the tuning fork's vibrations and the ball's movement?""
]
```","[""The ball is at rest on the tuning fork before the man hits the tuning fork for the second time, the ball is in motion and bounces off the tuning fork immediately after the man hits the tuning fork for the second time, the ball continues to move in a bouncing motion after the second hit of the tuning fork, no visual indicators like sound waves or vibrations are present when the tuning fork is hit, the tuning fork's vibrations cause the ball to move in a bouncing motion.""]"
992,992,0950-2,Pagl1zg0j4A,Correctly-led Open-ended Question,Displacement Attribute,"When the man strikes the tuning fork the second time, does the ball remain still?",52.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Pagl1zg0j4A,"```python
[
    ""What is the position of the ball when the man strikes the tuning fork the first time?"",
    ""What is the position of the ball when the man strikes the tuning fork the second time?"",
    ""What is the action of the man when he strikes the tuning fork the second time?"",
    ""Is there any force acting on the ball when the tuning fork is struck the second time?"",
    ""What is the effect of the tuning fork's sound waves on the ball?""
]
```","[""The ball is at rest when the man strikes the tuning fork the first time, the ball is in motion when the man strikes the tuning fork the second time, the man strikes the tuning fork again, yes, there is a force acting on the ball due to the sound waves from the tuning fork, the tuning fork's sound waves cause the ball to vibrate and move.""]"
993,993,0950-3,Pagl1zg0j4A,Wrongly-led Open-ended Question,Displacement Attribute,"When the man strikes the tuning fork the second time, does the ball start moving upwards?",52.55,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Pagl1zg0j4A,"```python
[
    'What is the position of the ball before the man strikes the tuning fork the second time?',
    'What happens to the ball immediately after the man strikes the tuning fork the second time?',
    'Is there any visible force acting on the ball after the second strike?',
    'What is the direction of the ball’s movement after the second strike?',
    'Are there any other objects or forces in the scene that could affect the ball’s movement?'
]
```","['The ball is at rest before the man strikes the tuning fork the second time., The ball starts to vibrate and move up and down., No visible force is acting on the ball after the second strike; it is being vibrated by the sound wave., The direction of the ball’s movement is up and down., There are no other objects or forces in the scene that could affect the ball’s movement except for the sound wave generated by the tuning fork.']"
994,994,0950-7,Pagl1zg0j4A,Multiple-choice Question with a Single Correct Answer,Displacement Attribute,"What is the state of the ball when the man strikes the tuning fork for the second time?
A. Moving upwards
B. Spinning
C. Moving downwards
D. Stationary",52.55,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Pagl1zg0j4A,"```python
[
    ""What is the position of the ball at the moment the man strikes the tuning fork for the second time?"",
    ""Is the ball in motion at that moment? If so, in which direction?"",
    ""Is the ball spinning at the time of the second strike?"",
    ""Is the ball stationary when the man strikes the tuning fork for the second time?""
]
```","['The ball is on the table, not in motion, and not spinning, stationary.']"
995,995,0952-0,RLEEXr_WsRQ,Primary Open-ended Question,Element Localization,What colour is the dress of the third person that can be seen clearly in the video?,18.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RLEEXr_WsRQ,"```python
[
    'What is the color of the dress worn by the third person in the video?',
    'Is the dress of the third person clearly visible in the video?',
    'Are there any patterns or designs on the dress of the third person?',
    'What is the lighting like in the video that might affect the perception of the dress color?'
]
```","['red, no, no, bright daylight.']"
996,996,0952-1,RLEEXr_WsRQ,Paraphrased Open-ended Question,Element Localization,What is the color of the outfit worn by the third individual in the image?,18.88,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/RLEEXr_WsRQ,"```python
[
    'Who is the third individual in the image?',
    'What color is the outfit worn by the third individual?',
    'Are there any patterns or designs on the outfit of the third individual?',
    'How does the color of the outfit compare to the outfits of the other individuals in the image?'
]
```","['The third individual is an adult, the outfit worn by the third individual is red and black, there are no visible patterns or designs on the outfit of the third individual, the color of the outfit of the third individual contrasts with the pink and black outfits of the other individuals in the image.']"
